"Plot Title: 2nd Log9-26-22"
"#","Date Time, GMT-04:00","DO conc, mg/L (LGR S/N: 21118650, SEN S/N: 21118650, LBL: CP - Sector 1)","Temp, °F (LGR S/N: 21118650, SEN S/N: 21118650, LBL: CP - Sector 1)","Coupler Detached (LGR S/N: 21118650)","Data Outside Range (LGR S/N: 21118650)","Coupler Attached (LGR S/N: 21118650)","Host Connected (LGR S/N: 21118650)","Stopped (LGR S/N: 21118650)","End Of File (LGR S/N: 21118650)"
1319,10/05/22 05:32:19 PM,10.18,54.61,,,,,,
1320,10/05/22 05:42:19 PM,10.22,54.61,,,,,,
1321,10/05/22 05:52:19 PM,10.14,54.64,,,,,,
1322,10/05/22 06:02:19 PM,10.09,54.61,,,,,,
1323,10/05/22 06:12:19 PM,10.06,54.61,,,,,,
1324,10/05/22 06:22:19 PM,10.10,54.61,,,,,,
1325,10/05/22 06:32:19 PM,10.16,54.61,,,,,,
1326,10/05/22 06:42:19 PM,10.01,54.61,,,,,,
1327,10/05/22 06:52:19 PM,10.10,54.61,,,,,,
1328,10/05/22 07:02:19 PM,10.16,54.61,,,,,,
1329,10/05/22 07:12:19 PM,10.13,54.61,,,,,,
1330,10/05/22 07:22:19 PM,9.93,54.57,,,,,,
1331,10/05/22 07:32:19 PM,9.74,54.57,,,,,,
1332,10/05/22 07:42:19 PM,9.89,54.57,,,,,,
1333,10/05/22 07:52:19 PM,10.06,54.57,,,,,,
1334,10/05/22 08:02:19 PM,10.09,54.57,,,,,,
1335,10/05/22 08:12:19 PM,10.09,54.57,,,,,,
1336,10/05/22 08:22:19 PM,10.10,54.54,,,,,,
1337,10/05/22 08:32:19 PM,10.08,54.54,,,,,,
1338,10/05/22 08:42:19 PM,10.12,54.54,,,,,,
1339,10/05/22 08:52:19 PM,10.18,54.54,,,,,,
1340,10/05/22 09:02:19 PM,10.18,54.54,,,,,,
1341,10/05/22 09:12:19 PM,10.15,54.54,,,,,,
1342,10/05/22 09:22:19 PM,10.12,54.54,,,,,,
1343,10/05/22 09:32:19 PM,10.16,54.54,,,,,,
1344,10/05/22 09:42:19 PM,10.07,54.54,,,,,,
1345,10/05/22 09:52:19 PM,10.04,54.54,,,,,,
1346,10/05/22 10:02:19 PM,10.02,54.54,,,,,,
1347,10/05/22 10:12:19 PM,9.88,54.54,,,,,,
1348,10/05/22 10:22:19 PM,9.91,54.54,,,,,,
1349,10/05/22 10:32:19 PM,10.01,54.50,,,,,,
1350,10/05/22 10:42:19 PM,9.92,54.50,,,,,,
1351,10/05/22 10:52:19 PM,9.77,54.50,,,,,,
1352,10/05/22 11:02:19 PM,9.88,54.50,,,,,,
1353,10/05/22 11:12:19 PM,9.97,54.50,,,,,,
1354,10/05/22 11:22:19 PM,10.00,54.46,,,,,,
1355,10/05/22 11:32:19 PM,9.94,54.46,,,,,,
1356,10/05/22 11:42:19 PM,9.92,54.46,,,,,,
1357,10/05/22 11:52:19 PM,9.91,54.43,,,,,,
1358,10/06/22 12:02:19 AM,9.97,54.43,,,,,,
1359,10/06/22 12:12:19 AM,9.79,54.39,,,,,,
1360,10/06/22 12:22:19 AM,9.78,54.39,,,,,,
1361,10/06/22 12:32:19 AM,9.76,54.32,,,,,,
1362,10/06/22 12:42:19 AM,9.77,54.32,,,,,,
1363,10/06/22 12:52:19 AM,9.78,54.28,,,,,,
1364,10/06/22 01:02:19 AM,9.72,54.25,,,,,,
1365,10/06/22 01:12:19 AM,9.78,54.25,,,,,,
1366,10/06/22 01:22:19 AM,9.66,54.21,,,,,,
1367,10/06/22 01:32:19 AM,9.59,54.21,,,,,,
1368,10/06/22 01:42:19 AM,9.68,54.18,,,,,,
1369,10/06/22 01:52:19 AM,9.65,54.14,,,,,,
1370,10/06/22 02:02:19 AM,9.72,54.14,,,,,,
1371,10/06/22 02:12:19 AM,9.66,54.14,,,,,,
1372,10/06/22 02:22:19 AM,9.75,54.18,,,,,,
1373,10/06/22 02:32:19 AM,9.54,54.14,,,,,,
1374,10/06/22 02:42:19 AM,9.77,54.18,,,,,,
1375,10/06/22 02:52:19 AM,9.69,54.18,,,,,,
1376,10/06/22 03:02:19 AM,9.68,54.10,,,,,,
1377,10/06/22 03:12:19 AM,9.56,54.07,,,,,,
1378,10/06/22 03:22:19 AM,9.67,54.00,,,,,,
1379,10/06/22 03:32:19 AM,9.78,53.96,,,,,,
1380,10/06/22 03:42:19 AM,9.63,53.92,,,,,,
1381,10/06/22 03:52:19 AM,9.61,53.92,,,,,,
1382,10/06/22 04:02:19 AM,9.70,53.92,,,,,,
1383,10/06/22 04:12:19 AM,9.60,53.89,,,,,,
1384,10/06/22 04:22:19 AM,9.49,53.89,,,,,,
1385,10/06/22 04:32:19 AM,9.60,53.85,,,,,,
1386,10/06/22 04:42:19 AM,9.38,53.85,,,,,,
1387,10/06/22 04:52:19 AM,9.44,53.85,,,,,,
1388,10/06/22 05:02:19 AM,9.42,53.85,,,,,,
1389,10/06/22 05:12:19 AM,9.48,53.82,,,,,,
1390,10/06/22 05:22:19 AM,9.30,53.78,,,,,,
1391,10/06/22 05:32:19 AM,9.46,53.78,,,,,,
1392,10/06/22 05:42:19 AM,9.43,53.74,,,,,,
1393,10/06/22 05:52:19 AM,9.52,53.74,,,,,,
1394,10/06/22 06:02:19 AM,9.51,53.71,,,,,,
1395,10/06/22 06:12:19 AM,9.52,53.71,,,,,,
1396,10/06/22 06:22:19 AM,9.39,53.67,,,,,,
1397,10/06/22 06:32:19 AM,9.39,53.67,,,,,,
1398,10/06/22 06:42:19 AM,9.39,53.64,,,,,,
1399,10/06/22 06:52:19 AM,9.38,53.60,,,,,,
1400,10/06/22 07:02:19 AM,9.33,53.60,,,,,,
1401,10/06/22 07:12:19 AM,9.13,53.56,,,,,,
1402,10/06/22 07:22:19 AM,9.13,53.53,,,,,,
1403,10/06/22 07:32:19 AM,8.96,53.38,,,,,,
1404,10/06/22 07:42:19 AM,8.97,53.35,,,,,,
1405,10/06/22 07:52:19 AM,9.04,53.38,,,,,,
1406,10/06/22 08:02:19 AM,8.99,53.35,,,,,,
1407,10/06/22 08:12:19 AM,9.07,53.35,,,,,,
1408,10/06/22 08:22:19 AM,9.17,53.35,,,,,,
1409,10/06/22 08:32:19 AM,9.04,53.35,,,,,,
1410,10/06/22 08:42:19 AM,9.23,53.42,,,,,,
1411,10/06/22 08:52:19 AM,9.16,53.38,,,,,,
1412,10/06/22 09:02:19 AM,9.01,53.38,,,,,,
1413,10/06/22 09:12:19 AM,9.27,53.42,,,,,,
1414,10/06/22 09:22:19 AM,9.19,53.49,,,,,,
1415,10/06/22 09:32:19 AM,9.39,53.56,,,,,,
1416,10/06/22 09:42:19 AM,9.47,53.60,,,,,,
1417,10/06/22 09:52:19 AM,9.55,53.74,,,,,,
1418,10/06/22 10:02:19 AM,9.61,53.78,,,,,,
1419,10/06/22 10:12:19 AM,9.67,54.10,,,,,,
1420,10/06/22 10:22:19 AM,9.64,54.36,,,,,,
1421,10/06/22 10:32:19 AM,9.73,54.50,,,,,,
1422,10/06/22 10:42:19 AM,9.74,54.72,,,,,,
1423,10/06/22 10:52:19 AM,9.76,54.93,,,,,,
1424,10/06/22 11:02:19 AM,9.58,55.04,,,,,,
1425,10/06/22 11:12:19 AM,9.67,55.04,,,,,,
1426,10/06/22 11:22:19 AM,9.72,55.22,,,,,,
1427,10/06/22 11:32:19 AM,9.75,55.22,,,,,,
1428,10/06/22 11:42:19 AM,9.75,55.33,,,,,,
1429,10/06/22 11:52:19 AM,9.74,55.40,,,,,,
1430,10/06/22 12:02:19 PM,9.72,55.54,,,,,,
1431,10/06/22 12:12:19 PM,9.66,55.62,,,,,,
1432,10/06/22 12:22:19 PM,9.73,55.65,,,,,,
1433,10/06/22 12:32:19 PM,9.84,55.69,,,,,,
1434,10/06/22 12:42:19 PM,9.78,55.69,,,,,,
1435,10/06/22 12:52:19 PM,9.75,55.72,,,,,,
1436,10/06/22 01:02:19 PM,9.82,55.80,,,,,,
1437,10/06/22 01:12:19 PM,9.86,55.90,,,,,,
1438,10/06/22 01:22:19 PM,9.85,56.01,,,,,,
1439,10/06/22 01:32:19 PM,9.91,56.12,,,,,,
1440,10/06/22 01:42:19 PM,9.98,56.34,,,,,,
1441,10/06/22 01:52:19 PM,9.92,56.37,,,,,,
1442,10/06/22 02:02:19 PM,9.92,56.41,,,,,,
1443,10/06/22 02:12:19 PM,9.85,56.44,,,,,,
1444,10/06/22 02:22:19 PM,9.89,56.48,,,,,,
1445,10/06/22 02:32:19 PM,10.08,56.48,,,,,,
1446,10/06/22 02:42:19 PM,9.94,56.55,,,,,,
1447,10/06/22 02:52:19 PM,10.04,56.59,,,,,,
1448,10/06/22 03:02:19 PM,10.01,56.62,,,,,,
1449,10/06/22 03:12:19 PM,10.14,56.66,,,,,,
1450,10/06/22 03:22:19 PM,10.02,56.70,,,,,,
1451,10/06/22 03:32:19 PM,10.14,56.73,,,,,,
1452,10/06/22 03:42:19 PM,10.16,56.77,,,,,,
1453,10/06/22 03:52:19 PM,9.95,56.80,,,,,,
1454,10/06/22 04:02:19 PM,9.91,56.84,,,,,,
1455,10/06/22 04:12:19 PM,9.90,56.88,,,,,,
1456,10/06/22 04:22:19 PM,10.04,56.91,,,,,,
1457,10/06/22 04:32:19 PM,9.99,56.95,,,,,,
1458,10/06/22 04:42:19 PM,10.16,57.02,,,,,,
1459,10/06/22 04:52:19 PM,9.90,57.06,,,,,,
1460,10/06/22 05:02:19 PM,9.70,57.06,,,,,,
1461,10/06/22 05:12:19 PM,9.73,57.09,,,,,,
1462,10/06/22 05:22:19 PM,9.80,57.13,,,,,,
1463,10/06/22 05:32:19 PM,9.83,57.13,,,,,,
1464,10/06/22 05:42:19 PM,9.93,57.02,,,,,,
1465,10/06/22 05:52:19 PM,9.99,56.98,,,,,,
1466,10/06/22 06:02:19 PM,10.07,56.98,,,,,,
1467,10/06/22 06:12:19 PM,9.98,56.95,,,,,,
1468,10/06/22 06:22:19 PM,10.02,56.88,,,,,,
1469,10/06/22 06:32:19 PM,10.02,56.80,,,,,,
1470,10/06/22 06:42:19 PM,10.01,56.70,,,,,,
1471,10/06/22 06:52:19 PM,9.70,56.55,,,,,,
1472,10/06/22 07:02:19 PM,9.46,56.41,,,,,,
1473,10/06/22 07:12:19 PM,9.25,56.23,,,,,,
1474,10/06/22 07:22:19 PM,9.89,55.94,,,,,,
1475,10/06/22 07:32:19 PM,9.78,55.90,,,,,,
1476,10/06/22 07:42:19 PM,9.71,55.87,,,,,,
1477,10/06/22 07:52:19 PM,9.66,55.76,,,,,,
1478,10/06/22 08:02:19 PM,9.97,55.72,,,,,,
1479,10/06/22 08:12:19 PM,9.86,55.69,,,,,,
1480,10/06/22 08:22:19 PM,9.89,55.83,,,,,,
1481,10/06/22 08:32:19 PM,10.04,55.87,,,,,,
1482,10/06/22 08:42:19 PM,9.99,55.80,,,,,,
1483,10/06/22 08:52:19 PM,9.85,55.76,,,,,,
1484,10/06/22 09:02:19 PM,9.85,55.76,,,,,,
1485,10/06/22 09:12:19 PM,9.97,55.72,,,,,,
1486,10/06/22 09:22:19 PM,10.06,55.76,,,,,,
1487,10/06/22 09:32:19 PM,10.09,55.72,,,,,,
1488,10/06/22 09:42:19 PM,10.01,55.72,,,,,,
1489,10/06/22 09:52:19 PM,9.84,55.69,,,,,,
1490,10/06/22 10:02:19 PM,9.50,55.69,,,,,,
1491,10/06/22 10:12:19 PM,9.04,55.69,,,,,,
1492,10/06/22 10:22:19 PM,9.28,55.72,,,,,,
1493,10/06/22 10:32:19 PM,9.94,55.72,,,,,,
1494,10/06/22 10:42:19 PM,10.04,55.76,,,,,,
1495,10/06/22 10:52:19 PM,10.06,55.80,,,,,,
1496,10/06/22 11:02:19 PM,10.01,55.80,,,,,,
1497,10/06/22 11:12:19 PM,10.04,55.83,,,,,,
1498,10/06/22 11:22:19 PM,10.09,55.83,,,,,,
1499,10/06/22 11:32:19 PM,10.02,55.87,,,,,,
1500,10/06/22 11:42:19 PM,10.11,55.87,,,,,,
1501,10/06/22 11:52:19 PM,10.10,55.90,,,,,,
1502,10/07/22 12:02:19 AM,10.05,55.94,,,,,,
1503,10/07/22 12:12:19 AM,10.06,55.94,,,,,,
1504,10/07/22 12:22:19 AM,10.07,55.98,,,,,,
1505,10/07/22 12:32:19 AM,10.03,55.98,,,,,,
1506,10/07/22 12:42:19 AM,9.97,56.01,,,,,,
1507,10/07/22 12:52:19 AM,9.96,56.05,,,,,,
1508,10/07/22 01:02:19 AM,10.00,56.12,,,,,,
1509,10/07/22 01:12:19 AM,10.03,56.16,,,,,,
1510,10/07/22 01:22:19 AM,9.97,56.19,,,,,,
1511,10/07/22 01:32:19 AM,9.99,56.23,,,,,,
1512,10/07/22 01:42:19 AM,9.68,56.26,,,,,,
1513,10/07/22 01:52:19 AM,9.80,56.30,,,,,,
1514,10/07/22 02:02:19 AM,9.84,56.30,,,,,,
1515,10/07/22 02:12:19 AM,9.88,56.30,,,,,,
1516,10/07/22 02:22:19 AM,9.86,56.26,,,,,,
1517,10/07/22 02:32:19 AM,9.83,56.26,,,,,,
1518,10/07/22 02:42:19 AM,9.76,56.26,,,,,,
1519,10/07/22 02:52:19 AM,9.75,56.26,,,,,,
1520,10/07/22 03:02:19 AM,9.65,56.26,,,,,,
1521,10/07/22 03:12:19 AM,9.70,56.23,,,,,,
1522,10/07/22 03:22:19 AM,9.34,56.23,,,,,,
1523,10/07/22 03:32:19 AM,9.73,56.23,,,,,,
1524,10/07/22 03:42:19 AM,9.39,56.23,,,,,,
1525,10/07/22 03:52:19 AM,9.66,56.19,,,,,,
1526,10/07/22 04:02:19 AM,9.79,56.19,,,,,,
1527,10/07/22 04:12:19 AM,9.85,56.19,,,,,,
1528,10/07/22 04:22:19 AM,9.39,56.19,,,,,,
1529,10/07/22 04:32:19 AM,9.60,56.19,,,,,,
1530,10/07/22 04:42:19 AM,9.47,56.19,,,,,,
1531,10/07/22 04:52:19 AM,9.64,56.23,,,,,,
1532,10/07/22 05:02:19 AM,9.71,56.26,,,,,,
1533,10/07/22 05:12:19 AM,9.35,56.23,,,,,,
1534,10/07/22 05:22:19 AM,9.63,56.23,,,,,,
1535,10/07/22 05:32:19 AM,9.69,56.23,,,,,,
1536,10/07/22 05:42:19 AM,9.60,56.23,,,,,,
1537,10/07/22 05:52:19 AM,9.27,56.23,,,,,,
1538,10/07/22 06:02:19 AM,9.31,56.23,,,,,,
1539,10/07/22 06:12:19 AM,9.12,56.23,,,,,,
1540,10/07/22 06:22:19 AM,9.17,56.23,,,,,,
1541,10/07/22 06:32:19 AM,9.15,56.19,,,,,,
1542,10/07/22 06:42:19 AM,9.22,56.19,,,,,,
1543,10/07/22 06:52:19 AM,9.28,56.16,,,,,,
1544,10/07/22 07:02:19 AM,9.36,56.16,,,,,,
1545,10/07/22 07:12:19 AM,9.40,56.12,,,,,,
1546,10/07/22 07:22:19 AM,9.48,56.12,,,,,,
1547,10/07/22 07:32:19 AM,9.34,56.12,,,,,,
1548,10/07/22 07:42:19 AM,9.50,56.12,,,,,,
1549,10/07/22 07:52:19 AM,9.44,56.12,,,,,,
1550,10/07/22 08:02:19 AM,9.49,56.12,,,,,,
1551,10/07/22 08:12:19 AM,9.52,56.12,,,,,,
1552,10/07/22 08:22:19 AM,9.58,56.12,,,,,,
1553,10/07/22 08:32:19 AM,9.57,56.12,,,,,,
1554,10/07/22 08:42:19 AM,9.63,56.16,,,,,,
1555,10/07/22 08:52:19 AM,9.60,56.19,,,,,,
1556,10/07/22 09:02:19 AM,9.58,56.23,,,,,,
1557,10/07/22 09:12:19 AM,9.55,56.30,,,,,,
1558,10/07/22 09:22:19 AM,9.56,56.30,,,,,,
1559,10/07/22 09:32:19 AM,9.60,56.37,,,,,,
1560,10/07/22 09:42:19 AM,9.52,56.44,,,,,,
1561,10/07/22 09:52:19 AM,9.49,56.55,,,,,,
1562,10/07/22 10:02:19 AM,9.46,56.59,,,,,,
1563,10/07/22 10:12:19 AM,9.48,56.59,,,,,,
1564,10/07/22 10:22:19 AM,9.47,56.66,,,,,,
1565,10/07/22 10:32:19 AM,9.49,56.59,,,,,,
1566,10/07/22 10:42:19 AM,9.44,56.62,,,,,,
1567,10/07/22 10:52:19 AM,9.38,56.66,,,,,,
1568,10/07/22 11:02:19 AM,8.66,56.66,,,,,,
1569,10/07/22 11:12:19 AM,8.54,56.62,,,,,,
1570,10/07/22 11:22:19 AM,8.56,56.62,,,,,,
1571,10/07/22 11:32:19 AM,8.60,56.66,,,,,,
1572,10/07/22 11:42:19 AM,8.72,56.70,,,,,,
1573,10/07/22 11:52:19 AM,8.66,56.73,,,,,,
1574,10/07/22 12:02:19 PM,8.67,56.77,,,,,,
1575,10/07/22 12:12:19 PM,9.44,56.84,,,,,,
1576,10/07/22 12:22:19 PM,9.79,56.80,,,,,,
1577,10/07/22 12:32:19 PM,9.09,56.77,,,,,,
1578,10/07/22 12:42:19 PM,9.17,56.62,,,,,,
1579,10/07/22 12:52:19 PM,9.12,56.59,,,,,,
1580,10/07/22 01:02:19 PM,8.91,56.55,,,,,,
1581,10/07/22 01:12:19 PM,9.30,56.59,,,,,,
1582,10/07/22 01:22:19 PM,10.03,56.59,,,,,,
1583,10/07/22 01:32:19 PM,9.35,56.59,,,,,,
1584,10/07/22 01:42:19 PM,9.41,56.66,,,,,,
1585,10/07/22 01:52:19 PM,9.85,56.77,,,,,,
1586,10/07/22 02:02:19 PM,9.73,56.88,,,,,,
1587,10/07/22 02:12:19 PM,9.94,56.95,,,,,,
1588,10/07/22 02:22:19 PM,9.78,57.02,,,,,,
1589,10/07/22 02:32:19 PM,9.79,57.06,,,,,,
1590,10/07/22 02:42:19 PM,9.82,57.13,,,,,,
1591,10/07/22 02:52:19 PM,9.85,57.16,,,,,,
1592,10/07/22 03:02:19 PM,9.99,57.31,,,,,,
1593,10/07/22 03:12:19 PM,10.11,57.60,,,,,,
1594,10/07/22 03:22:19 PM,10.18,58.46,,,,,,
1595,10/07/22 03:32:19 PM,10.29,58.86,,,,,,
1596,10/07/22 03:42:19 PM,10.22,58.96,,,,,,
1597,10/07/22 03:52:19 PM,10.28,59.00,,,,,,
1598,10/07/22 04:02:19 PM,10.25,58.96,,,,,,
1599,10/07/22 04:12:19 PM,10.27,58.89,,,,,,
1600,10/07/22 04:22:19 PM,10.30,58.89,,,,,,
1601,10/07/22 04:32:19 PM,10.31,58.96,,,,,,
1602,10/07/22 04:42:19 PM,10.27,59.00,,,,,,
1603,10/07/22 04:52:19 PM,10.28,59.00,,,,,,
1604,10/07/22 05:02:19 PM,10.31,59.04,,,,,,
1605,10/07/22 05:12:19 PM,10.31,59.00,,,,,,
1606,10/07/22 05:22:19 PM,10.30,58.96,,,,,,
1607,10/07/22 05:32:19 PM,10.28,58.96,,,,,,
1608,10/07/22 05:42:19 PM,10.23,58.96,,,,,,
1609,10/07/22 05:52:19 PM,10.31,59.00,,,,,,
1610,10/07/22 06:02:19 PM,10.27,59.04,,,,,,
1611,10/07/22 06:12:19 PM,10.27,59.00,,,,,,
1612,10/07/22 06:22:19 PM,10.26,59.04,,,,,,
1613,10/07/22 06:32:19 PM,10.21,58.96,,,,,,
1614,10/07/22 06:42:19 PM,10.25,59.00,,,,,,
1615,10/07/22 06:52:19 PM,10.20,58.96,,,,,,
1616,10/07/22 07:02:19 PM,10.21,58.96,,,,,,
1617,10/07/22 07:12:19 PM,10.14,58.93,,,,,,
1618,10/07/22 07:22:19 PM,10.14,58.89,,,,,,
1619,10/07/22 07:32:19 PM,10.09,58.86,,,,,,
1620,10/07/22 07:42:19 PM,10.13,58.82,,,,,,
1621,10/07/22 07:52:19 PM,10.12,58.78,,,,,,
1622,10/07/22 08:02:19 PM,10.11,58.75,,,,,,
1623,10/07/22 08:12:19 PM,10.08,58.71,,,,,,
1624,10/07/22 08:22:19 PM,10.10,58.71,,,,,,
1625,10/07/22 08:32:19 PM,10.11,58.68,,,,,,
1626,10/07/22 08:42:19 PM,10.11,58.64,,,,,,
1627,10/07/22 08:52:19 PM,10.08,58.57,,,,,,
1628,10/07/22 09:02:19 PM,10.10,58.53,,,,,,
1629,10/07/22 09:12:19 PM,10.08,58.46,,,,,,
1630,10/07/22 09:22:19 PM,10.07,58.46,,,,,,
1631,10/07/22 09:32:19 PM,10.04,58.39,,,,,,
1632,10/07/22 09:42:19 PM,10.01,58.35,,,,,,
1633,10/07/22 09:52:19 PM,9.99,58.28,,,,,,
1634,10/07/22 10:02:19 PM,9.99,58.24,,,,,,
1635,10/07/22 10:12:19 PM,9.90,58.21,,,,,,
1636,10/07/22 10:22:19 PM,9.82,58.14,,,,,,
1637,10/07/22 10:32:19 PM,9.80,58.14,,,,,,
1638,10/07/22 10:42:19 PM,9.82,58.10,,,,,,
1639,10/07/22 10:52:19 PM,9.82,58.10,,,,,,
1640,10/07/22 11:02:19 PM,9.81,58.06,,,,,,
1641,10/07/22 11:12:19 PM,9.79,58.06,,,,,,
1642,10/07/22 11:22:19 PM,9.77,58.03,,,,,,
1643,10/07/22 11:32:19 PM,9.73,57.99,,,,,,
1644,10/07/22 11:42:19 PM,9.63,57.81,,,,,,
1645,10/07/22 11:52:19 PM,9.60,57.74,,,,,,
1646,10/08/22 12:02:19 AM,9.76,57.60,,,,,,
1647,10/08/22 12:12:19 AM,9.76,57.56,,,,,,
1648,10/08/22 12:22:19 AM,9.71,57.52,,,,,,
1649,10/08/22 12:32:19 AM,9.74,57.52,,,,,,
1650,10/08/22 12:42:19 AM,9.66,57.49,,,,,,
1651,10/08/22 12:52:19 AM,9.58,57.45,,,,,,
1652,10/08/22 01:02:19 AM,9.60,57.45,,,,,,
1653,10/08/22 01:12:19 AM,9.67,57.49,,,,,,
1654,10/08/22 01:22:19 AM,9.77,57.38,,,,,,
1655,10/08/22 01:32:19 AM,9.64,57.24,,,,,,
1656,10/08/22 01:42:19 AM,9.63,57.16,,,,,,
1657,10/08/22 01:52:19 AM,9.67,57.13,,,,,,
1658,10/08/22 02:02:19 AM,9.58,57.09,,,,,,
1659,10/08/22 02:12:19 AM,9.60,57.06,,,,,,
1660,10/08/22 02:22:19 AM,9.69,56.98,,,,,,
1661,10/08/22 02:32:19 AM,9.73,56.95,,,,,,
1662,10/08/22 02:42:19 AM,9.66,56.88,,,,,,
1663,10/08/22 02:52:19 AM,9.71,56.84,,,,,,
1664,10/08/22 03:02:19 AM,9.64,56.80,,,,,,
1665,10/08/22 03:12:19 AM,9.63,56.73,,,,,,
1666,10/08/22 03:22:19 AM,9.57,56.70,,,,,,
1667,10/08/22 03:32:19 AM,9.68,56.66,,,,,,
1668,10/08/22 03:42:19 AM,9.62,56.59,,,,,,
1669,10/08/22 03:52:19 AM,9.56,56.59,,,,,,
1670,10/08/22 04:02:19 AM,9.61,56.55,,,,,,
1671,10/08/22 04:12:19 AM,9.61,56.55,,,,,,
1672,10/08/22 04:22:19 AM,9.48,56.55,,,,,,
1673,10/08/22 04:32:19 AM,9.48,56.52,,,,,,
1674,10/08/22 04:42:19 AM,9.49,56.44,,,,,,
1675,10/08/22 04:52:19 AM,9.46,56.41,,,,,,
1676,10/08/22 05:02:19 AM,9.52,56.23,,,,,,
1677,10/08/22 05:12:19 AM,9.43,56.23,,,,,,
1678,10/08/22 05:22:19 AM,9.39,56.23,,,,,,
1679,10/08/22 05:32:19 AM,9.36,56.23,,,,,,
1680,10/08/22 05:42:19 AM,9.38,56.12,,,,,,
1681,10/08/22 05:52:19 AM,9.34,56.08,,,,,,
1682,10/08/22 06:02:19 AM,9.33,56.12,,,,,,
1683,10/08/22 06:12:19 AM,9.27,56.08,,,,,,
1684,10/08/22 06:22:19 AM,9.07,56.05,,,,,,
1685,10/08/22 06:32:19 AM,9.29,55.98,,,,,,
1686,10/08/22 06:42:19 AM,9.32,55.94,,,,,,
1687,10/08/22 06:52:19 AM,9.45,56.05,,,,,,
1688,10/08/22 07:02:19 AM,9.44,56.12,,,,,,
1689,10/08/22 07:12:19 AM,9.43,56.16,,,,,,
1690,10/08/22 07:22:19 AM,9.50,56.26,,,,,,
1691,10/08/22 07:32:19 AM,9.50,56.30,,,,,,
1692,10/08/22 07:42:19 AM,9.51,56.34,,,,,,
1693,10/08/22 07:52:19 AM,9.50,56.34,,,,,,
1694,10/08/22 08:02:19 AM,9.52,56.34,,,,,,
1695,10/08/22 08:12:19 AM,9.55,56.34,,,,,,
1696,10/08/22 08:22:19 AM,9.55,56.26,,,,,,
1697,10/08/22 08:32:19 AM,9.53,56.23,,,,,,
1698,10/08/22 08:42:19 AM,9.56,56.16,,,,,,
1699,10/08/22 08:52:19 AM,9.57,56.16,,,,,,
1700,10/08/22 09:02:19 AM,9.57,56.12,,,,,,
1701,10/08/22 09:12:19 AM,9.59,56.08,,,,,,
1702,10/08/22 09:22:19 AM,9.56,56.08,,,,,,
1703,10/08/22 09:32:19 AM,9.56,56.05,,,,,,
1704,10/08/22 09:42:19 AM,9.62,56.05,,,,,,
1705,10/08/22 09:52:19 AM,9.63,56.05,,,,,,
1706,10/08/22 10:02:19 AM,9.67,56.08,,,,,,
1707,10/08/22 10:12:19 AM,9.69,56.19,,,,,,
1708,10/08/22 10:22:19 AM,9.71,56.30,,,,,,
1709,10/08/22 10:32:19 AM,9.74,56.37,,,,,,
1710,10/08/22 10:42:19 AM,9.76,56.44,,,,,,
1711,10/08/22 10:52:19 AM,9.78,56.48,,,,,,
1712,10/08/22 11:02:19 AM,9.77,56.48,,,,,,
1713,10/08/22 11:12:19 AM,9.79,56.52,,,,,,
1714,10/08/22 11:22:19 AM,9.82,56.55,,,,,,
1715,10/08/22 11:32:19 AM,9.85,56.62,,,,,,
1716,10/08/22 11:42:19 AM,9.88,56.66,,,,,,
1717,10/08/22 11:52:19 AM,9.88,56.73,,,,,,
1718,10/08/22 12:02:19 PM,9.92,56.77,,,,,,
1719,10/08/22 12:12:19 PM,9.92,56.84,,,,,,
1720,10/08/22 12:22:19 PM,9.95,56.88,,,,,,
1721,10/08/22 12:32:19 PM,9.96,56.98,,,,,,
1722,10/08/22 12:42:19 PM,9.97,57.02,,,,,,
1723,10/08/22 12:52:19 PM,9.98,57.06,,,,,,
1724,10/08/22 01:02:19 PM,10.01,57.13,,,,,,
1725,10/08/22 01:12:19 PM,10.01,57.13,,,,,,
1726,10/08/22 01:22:19 PM,10.02,57.20,,,,,,
1727,10/08/22 01:32:19 PM,10.03,57.27,,,,,,
1728,10/08/22 01:42:19 PM,10.05,57.31,,,,,,
1729,10/08/22 01:52:19 PM,10.14,57.38,,,,,,
1730,10/08/22 02:02:19 PM,10.17,57.38,,,,,,
1731,10/08/22 02:12:19 PM,10.12,57.42,,,,,,
1732,10/08/22 02:22:19 PM,10.21,57.52,,,,,,
1733,10/08/22 02:32:19 PM,10.22,57.49,,,,,,
1734,10/08/22 02:42:19 PM,10.24,57.52,,,,,,
1735,10/08/22 02:52:19 PM,10.29,57.60,,,,,,
1736,10/08/22 03:02:19 PM,10.26,57.63,,,,,,
1737,10/08/22 03:12:19 PM,10.20,57.60,,,,,,
1738,10/08/22 03:22:19 PM,10.18,57.52,,,,,,
1739,10/08/22 03:32:19 PM,10.10,57.42,,,,,,
1740,10/08/22 03:42:19 PM,10.16,57.38,,,,,,
1741,10/08/22 03:52:19 PM,10.18,57.34,,,,,,
1742,10/08/22 04:02:19 PM,10.24,57.31,,,,,,
1743,10/08/22 04:12:19 PM,10.26,57.31,,,,,,
1744,10/08/22 04:22:19 PM,10.23,57.27,,,,,,
1745,10/08/22 04:32:19 PM,10.23,57.24,,,,,,
1746,10/08/22 04:42:19 PM,10.26,57.20,,,,,,
1747,10/08/22 04:52:19 PM,10.23,57.20,,,,,,
