"Plot Title: Start 9-3-23"
"#","Date Time, GMT-04:00","DO conc, mg/L (LGR S/N: 21118650, SEN S/N: 21118650, LBL: CP - Sector 1)","Temp, °F (LGR S/N: 21118650, SEN S/N: 21118650, LBL: CP - Sector 1)","Coupler Detached (LGR S/N: 21118650)","Coupler Attached (LGR S/N: 21118650)","Stopped (LGR S/N: 21118650)","End Of File (LGR S/N: 21118650)"
469,09/06/23 05:33:15 PM,9.57,81.28,,,,
470,09/06/23 05:43:15 PM,9.49,80.96,,,,
471,09/06/23 05:53:15 PM,9.44,80.60,,,,
472,09/06/23 06:03:15 PM,9.47,80.67,,,,
473,09/06/23 06:13:15 PM,9.46,80.89,,,,
474,09/06/23 06:23:15 PM,9.26,80.78,,,,
475,09/06/23 06:33:15 PM,9.12,80.49,,,,
476,09/06/23 06:43:15 PM,9.14,80.28,,,,
477,09/06/23 06:53:15 PM,9.25,80.10,,,,
478,09/06/23 07:03:15 PM,9.09,80.06,,,,
479,09/06/23 07:13:15 PM,9.17,80.06,,,,
480,09/06/23 07:23:15 PM,9.19,79.99,,,,
481,09/06/23 07:33:15 PM,9.34,79.77,,,,
482,09/06/23 07:43:15 PM,9.41,79.77,,,,
483,09/06/23 07:53:15 PM,9.37,79.70,,,,
484,09/06/23 08:03:15 PM,9.37,79.81,,,,
485,09/06/23 08:13:15 PM,9.30,79.81,,,,
486,09/06/23 08:23:15 PM,9.33,79.81,,,,
487,09/06/23 08:33:15 PM,9.31,79.88,,,,
488,09/06/23 08:43:15 PM,9.27,79.92,,,,
489,09/06/23 08:53:15 PM,9.44,79.84,,,,
490,09/06/23 09:03:15 PM,9.61,79.84,,,,
491,09/06/23 09:13:15 PM,9.67,79.77,,,,
492,09/06/23 09:23:15 PM,9.65,79.81,,,,
493,09/06/23 09:33:15 PM,9.71,79.74,,,,
494,09/06/23 09:43:15 PM,9.63,79.77,,,,
495,09/06/23 09:53:15 PM,9.49,79.74,,,,
496,09/06/23 10:03:15 PM,9.42,79.74,,,,
497,09/06/23 10:13:15 PM,9.40,79.70,,,,
498,09/06/23 10:23:15 PM,9.01,79.63,,,,
499,09/06/23 10:33:15 PM,8.70,79.63,,,,
500,09/06/23 10:43:15 PM,8.54,79.63,,,,
501,09/06/23 10:53:15 PM,8.58,79.66,,,,
502,09/06/23 11:03:15 PM,8.51,79.63,,,,
503,09/06/23 11:13:15 PM,8.40,79.66,,,,
504,09/06/23 11:23:15 PM,8.50,79.66,,,,
505,09/06/23 11:33:15 PM,8.60,79.70,,,,
506,09/06/23 11:43:15 PM,8.72,79.77,,,,
507,09/06/23 11:53:15 PM,8.66,79.84,,,,
508,09/07/23 12:03:15 AM,8.69,79.81,,,,
509,09/07/23 12:13:15 AM,8.70,79.81,,,,
510,09/07/23 12:23:15 AM,8.58,79.77,,,,
511,09/07/23 12:33:15 AM,8.69,79.77,,,,
512,09/07/23 12:43:15 AM,8.62,79.77,,,,
513,09/07/23 12:53:15 AM,8.53,79.70,,,,
514,09/07/23 01:03:15 AM,8.61,79.74,,,,
515,09/07/23 01:13:15 AM,8.60,79.74,,,,
516,09/07/23 01:23:15 AM,8.56,79.81,,,,
517,09/07/23 01:33:15 AM,8.63,79.77,,,,
518,09/07/23 01:43:15 AM,8.55,79.81,,,,
519,09/07/23 01:53:15 AM,8.53,79.74,,,,
520,09/07/23 02:03:15 AM,8.61,79.77,,,,
521,09/07/23 02:13:15 AM,8.53,79.81,,,,
522,09/07/23 02:23:15 AM,8.63,79.81,,,,
523,09/07/23 02:33:15 AM,8.64,79.95,,,,
524,09/07/23 02:43:15 AM,8.65,79.88,,,,
525,09/07/23 02:53:15 AM,8.69,79.92,,,,
526,09/07/23 03:03:15 AM,8.61,79.95,,,,
527,09/07/23 03:13:15 AM,8.58,79.92,,,,
528,09/07/23 03:23:15 AM,8.62,79.92,,,,
529,09/07/23 03:33:15 AM,8.66,79.84,,,,
530,09/07/23 03:43:15 AM,8.55,79.84,,,,
531,09/07/23 03:53:15 AM,8.68,79.77,,,,
532,09/07/23 04:03:15 AM,8.72,79.77,,,,
533,09/07/23 04:13:15 AM,8.80,79.74,,,,
534,09/07/23 04:23:15 AM,8.79,79.70,,,,
535,09/07/23 04:33:15 AM,8.91,79.70,,,,
536,09/07/23 04:43:15 AM,8.93,79.66,,,,
537,09/07/23 04:53:15 AM,8.74,79.63,,,,
538,09/07/23 05:03:15 AM,8.86,79.59,,,,
539,09/07/23 05:13:15 AM,8.84,79.56,,,,
540,09/07/23 05:23:15 AM,8.81,79.52,,,,
541,09/07/23 05:33:15 AM,8.71,79.48,,,,
542,09/07/23 05:43:15 AM,8.74,79.48,,,,
543,09/07/23 05:53:15 AM,8.61,79.45,,,,
544,09/07/23 06:03:15 AM,8.68,79.41,,,,
545,09/07/23 06:13:15 AM,8.56,79.34,,,,
546,09/07/23 06:23:15 AM,8.57,79.30,,,,
547,09/07/23 06:33:15 AM,8.54,79.27,,,,
548,09/07/23 06:43:15 AM,8.51,79.27,,,,
549,09/07/23 06:53:15 AM,8.47,79.23,,,,
550,09/07/23 07:03:15 AM,8.43,79.20,,,,
551,09/07/23 07:13:15 AM,8.39,79.20,,,,
552,09/07/23 07:23:15 AM,8.35,79.16,,,,
553,09/07/23 07:33:15 AM,8.31,79.16,,,,
554,09/07/23 07:43:15 AM,8.33,79.16,,,,
555,09/07/23 07:53:15 AM,8.32,79.12,,,,
556,09/07/23 08:03:15 AM,8.27,79.12,,,,
557,09/07/23 08:13:15 AM,8.20,79.12,,,,
558,09/07/23 08:23:15 AM,8.17,79.12,,,,
559,09/07/23 08:33:15 AM,8.16,79.16,,,,
560,09/07/23 08:43:15 AM,8.16,79.20,,,,
561,09/07/23 08:53:15 AM,8.11,79.20,,,,
562,09/07/23 09:03:15 AM,7.96,79.23,,,,
563,09/07/23 09:13:15 AM,8.01,79.23,,,,
564,09/07/23 09:23:15 AM,7.67,79.20,,,,
565,09/07/23 09:33:15 AM,7.58,79.20,,,,
566,09/07/23 09:43:15 AM,7.50,79.16,,,,
567,09/07/23 09:53:15 AM,7.54,79.16,,,,
568,09/07/23 10:03:15 AM,7.78,79.16,,,,
569,09/07/23 10:13:15 AM,7.82,79.20,,,,
570,09/07/23 10:23:15 AM,7.62,79.09,,,,
571,09/07/23 10:33:15 AM,7.87,79.02,,,,
572,09/07/23 10:43:15 AM,8.26,79.02,,,,
573,09/07/23 10:53:15 AM,7.59,79.05,,,,
574,09/07/23 11:03:15 AM,7.62,79.02,,,,
575,09/07/23 11:13:15 AM,7.31,78.98,,,,
576,09/07/23 11:23:15 AM,7.76,78.98,,,,
577,09/07/23 11:33:15 AM,7.48,79.05,,,,
578,09/07/23 11:43:15 AM,7.59,79.12,,,,
579,09/07/23 11:53:15 AM,7.67,79.16,,,,
580,09/07/23 12:03:15 PM,7.82,79.23,,,,
581,09/07/23 12:13:15 PM,8.01,79.30,,,,
582,09/07/23 12:23:15 PM,7.99,79.38,,,,
583,09/07/23 12:33:15 PM,8.08,79.41,,,,
584,09/07/23 12:43:15 PM,7.94,79.38,,,,
585,09/07/23 12:53:15 PM,7.77,79.38,,,,
586,09/07/23 01:03:15 PM,7.93,79.41,,,,
587,09/07/23 01:13:15 PM,8.11,79.52,,,,
588,09/07/23 01:23:15 PM,8.13,79.59,,,,
589,09/07/23 01:33:15 PM,8.12,79.70,,,,
590,09/07/23 01:43:15 PM,8.11,79.77,,,,
591,09/07/23 01:53:15 PM,8.30,79.84,,,,
592,09/07/23 02:03:15 PM,8.35,79.88,,,,
593,09/07/23 02:13:15 PM,8.40,79.95,,,,
594,09/07/23 02:23:15 PM,8.25,79.92,,,,
595,09/07/23 02:33:15 PM,8.32,79.92,,,,
596,09/07/23 02:43:15 PM,8.34,79.99,,,,
597,09/07/23 02:53:15 PM,8.39,80.02,,,,
598,09/07/23 03:03:15 PM,8.15,79.92,,,,
599,09/07/23 03:13:15 PM,8.11,79.88,,,,
600,09/07/23 03:23:15 PM,8.27,79.92,,,,
601,09/07/23 03:33:15 PM,8.48,80.10,,,,
602,09/07/23 03:43:15 PM,8.66,80.24,,,,
603,09/07/23 03:53:15 PM,8.80,80.31,,,,
604,09/07/23 04:03:15 PM,8.27,80.20,,,,
605,09/07/23 04:13:15 PM,8.53,80.20,,,,
606,09/07/23 04:23:15 PM,8.74,80.31,,,,
607,09/07/23 04:33:15 PM,8.72,80.38,,,,
608,09/07/23 04:43:15 PM,8.61,80.35,,,,
609,09/07/23 04:53:15 PM,8.63,80.35,,,,
610,09/07/23 05:03:15 PM,8.71,80.38,,,,
611,09/07/23 05:13:15 PM,8.69,80.38,,,,
612,09/07/23 05:23:15 PM,8.62,80.42,,,,
613,09/07/23 05:33:15 PM,8.62,80.42,,,,
614,09/07/23 05:43:15 PM,8.71,80.49,,,,
615,09/07/23 05:53:15 PM,8.79,80.56,,,,
616,09/07/23 06:03:15 PM,8.85,80.64,,,,
617,09/07/23 06:13:15 PM,8.83,80.71,,,,
618,09/07/23 06:23:15 PM,9.01,80.74,,,,
619,09/07/23 06:33:15 PM,9.04,80.74,,,,
620,09/07/23 06:43:15 PM,8.96,80.78,,,,
621,09/07/23 06:53:15 PM,8.96,80.85,,,,
622,09/07/23 07:03:15 PM,8.93,80.85,,,,
623,09/07/23 07:13:15 PM,8.61,80.74,,,,
624,09/07/23 07:23:15 PM,8.42,80.64,,,,
625,09/07/23 07:33:15 PM,8.42,80.60,,,,
626,09/07/23 07:43:15 PM,8.20,80.49,,,,
627,09/07/23 07:53:15 PM,8.26,80.31,,,,
628,09/07/23 08:03:15 PM,7.97,80.13,,,,
629,09/07/23 08:13:15 PM,8.22,80.31,,,,
630,09/07/23 08:23:15 PM,7.72,80.06,,,,
631,09/07/23 08:33:15 PM,7.70,79.45,,,,
632,09/07/23 08:43:15 PM,7.82,79.66,,,,
633,09/07/23 08:53:15 PM,8.49,80.10,,,,
634,09/07/23 09:03:15 PM,8.88,80.60,,,,
635,09/07/23 09:13:15 PM,8.93,81.07,,,,
636,09/07/23 09:23:15 PM,8.78,81.32,,,,
637,09/07/23 09:33:15 PM,8.71,80.96,,,,
638,09/07/23 09:43:15 PM,8.64,80.82,,,,
639,09/07/23 09:53:15 PM,8.64,80.78,,,,
640,09/07/23 10:03:15 PM,8.46,80.67,,,,
641,09/07/23 10:13:15 PM,8.47,80.49,,,,
642,09/07/23 10:23:15 PM,8.49,80.49,,,,
643,09/07/23 10:33:15 PM,8.47,80.60,,,,
644,09/07/23 10:43:15 PM,8.48,80.64,,,,
645,09/07/23 10:53:15 PM,8.40,80.67,,,,
646,09/07/23 11:03:15 PM,6.19,80.49,,,,
647,09/07/23 11:13:15 PM,6.63,80.20,,,,
648,09/07/23 11:23:15 PM,6.94,80.24,,,,
649,09/07/23 11:33:15 PM,7.35,80.13,,,,
650,09/07/23 11:43:15 PM,7.28,80.17,,,,
651,09/07/23 11:53:15 PM,7.44,80.20,,,,
652,09/08/23 12:03:15 AM,7.30,80.24,,,,
653,09/08/23 12:13:15 AM,7.34,80.24,,,,
654,09/08/23 12:23:15 AM,7.73,80.24,,,,
655,09/08/23 12:33:15 AM,7.19,80.17,,,,
656,09/08/23 12:43:15 AM,7.04,80.02,,,,
657,09/08/23 12:53:15 AM,7.62,79.99,,,,
658,09/08/23 01:03:15 AM,7.97,80.10,,,,
659,09/08/23 01:13:15 AM,7.77,80.02,,,,
660,09/08/23 01:23:15 AM,7.85,80.06,,,,
661,09/08/23 01:33:15 AM,7.87,80.31,,,,
662,09/08/23 01:43:15 AM,7.92,80.38,,,,
663,09/08/23 01:53:15 AM,7.85,80.38,,,,
664,09/08/23 02:03:15 AM,7.93,80.56,,,,
665,09/08/23 02:13:15 AM,7.85,80.31,,,,
666,09/08/23 02:23:15 AM,7.77,80.31,,,,
667,09/08/23 02:33:15 AM,7.80,80.38,,,,
668,09/08/23 02:43:15 AM,7.90,80.49,,,,
669,09/08/23 02:53:15 AM,8.08,80.46,,,,
670,09/08/23 03:03:15 AM,8.33,80.49,,,,
671,09/08/23 03:13:15 AM,8.03,80.49,,,,
672,09/08/23 03:23:15 AM,7.92,80.42,,,,
673,09/08/23 03:33:15 AM,8.27,80.42,,,,
674,09/08/23 03:43:15 AM,7.80,80.38,,,,
675,09/08/23 03:53:15 AM,8.15,80.38,,,,
676,09/08/23 04:03:15 AM,7.96,80.31,,,,
677,09/08/23 04:13:15 AM,8.04,80.31,,,,
678,09/08/23 04:23:15 AM,8.18,80.28,,,,
679,09/08/23 04:33:15 AM,8.24,80.24,,,,
680,09/08/23 04:43:15 AM,8.27,80.20,,,,
681,09/08/23 04:53:15 AM,8.24,80.17,,,,
682,09/08/23 05:03:15 AM,8.17,80.13,,,,
683,09/08/23 05:13:15 AM,8.15,80.10,,,,
684,09/08/23 05:23:15 AM,8.08,80.10,,,,
685,09/08/23 05:33:15 AM,8.13,80.06,,,,
686,09/08/23 05:43:15 AM,8.03,80.02,,,,
687,09/08/23 05:53:15 AM,7.93,79.95,,,,
688,09/08/23 06:03:15 AM,7.95,79.92,,,,
689,09/08/23 06:13:15 AM,7.80,79.88,,,,
690,09/08/23 06:23:15 AM,7.97,79.88,,,,
691,09/08/23 06:33:15 AM,8.01,79.84,,,,
692,09/08/23 06:43:15 AM,8.01,79.81,,,,
693,09/08/23 06:53:15 AM,7.95,79.81,,,,
694,09/08/23 07:03:15 AM,7.88,79.77,,,,
695,09/08/23 07:13:15 AM,7.90,79.74,,,,
696,09/08/23 07:23:15 AM,7.90,79.70,,,,
697,09/08/23 07:33:15 AM,7.88,79.70,,,,
698,09/08/23 07:43:15 AM,7.84,79.66,,,,
699,09/08/23 07:53:15 AM,7.81,79.66,,,,
700,09/08/23 08:03:15 AM,7.88,79.66,,,,
701,09/08/23 08:13:15 AM,7.97,79.66,,,,
702,09/08/23 08:23:15 AM,7.99,79.66,,,,
703,09/08/23 08:33:15 AM,7.96,79.70,,,,
704,09/08/23 08:43:15 AM,7.92,79.70,,,,
705,09/08/23 08:53:15 AM,7.96,79.70,,,,
706,09/08/23 09:03:15 AM,7.95,79.74,,,,
707,09/08/23 09:13:15 AM,7.92,79.70,,,,
708,09/08/23 09:23:15 AM,7.66,79.70,,,,
709,09/08/23 09:33:15 AM,7.44,79.66,,,,
710,09/08/23 09:43:15 AM,7.26,79.63,,,,
711,09/08/23 09:53:15 AM,6.98,79.52,,,,
712,09/08/23 10:03:15 AM,7.27,79.52,,,,
713,09/08/23 10:13:15 AM,7.12,79.48,,,,
714,09/08/23 10:23:15 AM,6.49,79.45,,,,
715,09/08/23 10:33:15 AM,6.41,79.48,,,,
716,09/08/23 10:43:15 AM,6.26,79.59,,,,
717,09/08/23 10:53:15 AM,6.29,79.63,,,,
718,09/08/23 11:03:15 AM,6.32,79.70,,,,
719,09/08/23 11:13:15 AM,6.62,79.74,,,,
720,09/08/23 11:23:15 AM,6.90,79.77,,,,
721,09/08/23 11:33:15 AM,6.93,79.84,,,,
722,09/08/23 11:43:15 AM,6.98,79.88,,,,
723,09/08/23 11:53:15 AM,7.10,79.92,,,,
724,09/08/23 12:03:15 PM,7.03,79.95,,,,
725,09/08/23 12:13:15 PM,7.23,79.99,,,,
726,09/08/23 12:23:15 PM,7.21,79.99,,,,
727,09/08/23 12:33:15 PM,7.04,80.02,,,,
728,09/08/23 12:43:15 PM,7.49,80.10,,,,
729,09/08/23 12:53:15 PM,7.67,80.13,,,,
730,09/08/23 01:03:15 PM,7.81,80.20,,,,
731,09/08/23 01:13:15 PM,8.17,80.24,,,,
732,09/08/23 01:23:15 PM,8.34,80.28,,,,
733,09/08/23 01:33:15 PM,8.37,80.31,,,,
734,09/08/23 01:43:15 PM,8.46,80.35,,,,
735,09/08/23 01:53:15 PM,8.40,80.42,,,,
736,09/08/23 02:03:15 PM,8.02,80.46,,,,
737,09/08/23 02:13:15 PM,7.97,80.46,,,,
738,09/08/23 02:23:15 PM,7.90,80.49,,,,
739,09/08/23 02:33:15 PM,7.92,80.49,,,,
740,09/08/23 02:43:15 PM,7.90,80.49,,,,
741,09/08/23 02:53:15 PM,7.85,80.49,,,,
742,09/08/23 03:03:15 PM,7.85,80.53,,,,
743,09/08/23 03:13:15 PM,7.80,80.53,,,,
744,09/08/23 03:23:15 PM,7.90,80.64,,,,
745,09/08/23 03:33:15 PM,7.86,80.56,,,,
746,09/08/23 03:43:15 PM,7.78,80.56,,,,
747,09/08/23 03:53:15 PM,7.92,80.53,,,,
748,09/08/23 04:03:15 PM,7.88,80.56,,,,
749,09/08/23 04:13:15 PM,7.90,80.60,,,,
750,09/08/23 04:23:15 PM,7.86,80.64,,,,
751,09/08/23 04:33:15 PM,7.80,80.67,,,,
752,09/08/23 04:43:15 PM,7.80,80.71,,,,
753,09/08/23 04:53:15 PM,7.85,80.78,,,,
754,09/08/23 05:03:15 PM,7.82,80.82,,,,
755,09/08/23 05:13:15 PM,7.89,80.85,,,,
756,09/08/23 05:23:15 PM,8.01,80.85,,,,
757,09/08/23 05:33:15 PM,8.05,80.89,,,,
758,09/08/23 05:43:15 PM,8.11,80.85,,,,
759,09/08/23 05:53:15 PM,8.11,80.82,,,,
760,09/08/23 06:03:15 PM,7.02,80.60,,,,
761,09/08/23 06:13:15 PM,7.47,80.56,,,,
762,09/08/23 06:23:15 PM,6.80,80.42,,,,
763,09/08/23 06:33:15 PM,7.11,80.49,,,,
764,09/08/23 06:43:15 PM,6.89,80.35,,,,
765,09/08/23 06:53:15 PM,6.92,80.20,,,,
766,09/08/23 07:03:15 PM,7.01,80.10,,,,
767,09/08/23 07:13:15 PM,7.21,80.24,,,,
768,09/08/23 07:23:15 PM,7.44,80.38,,,,
769,09/08/23 07:33:15 PM,7.49,80.42,,,,
770,09/08/23 07:43:15 PM,7.56,80.49,,,,
771,09/08/23 07:53:15 PM,7.51,80.49,,,,
772,09/08/23 08:03:15 PM,7.56,80.60,,,,
773,09/08/23 08:13:15 PM,7.49,80.56,,,,
774,09/08/23 08:23:15 PM,7.53,80.60,,,,
775,09/08/23 08:33:15 PM,7.49,80.64,,,,
776,09/08/23 08:43:15 PM,7.58,80.67,,,,
777,09/08/23 08:53:15 PM,7.81,80.74,,,,
778,09/08/23 09:03:15 PM,7.85,80.82,,,,
779,09/08/23 09:13:15 PM,7.67,80.82,,,,
780,09/08/23 09:23:15 PM,7.74,80.82,,,,
781,09/08/23 09:33:15 PM,7.73,80.85,,,,
782,09/08/23 09:43:15 PM,7.72,80.82,,,,
783,09/08/23 09:53:15 PM,7.64,80.78,,,,
784,09/08/23 10:03:15 PM,7.62,80.71,,,,
785,09/08/23 10:13:15 PM,7.16,80.60,,,,
786,09/08/23 10:23:15 PM,7.09,80.49,,,,
787,09/08/23 10:33:15 PM,6.87,80.24,,,,
788,09/08/23 10:43:15 PM,6.87,80.28,,,,
789,09/08/23 10:53:15 PM,6.77,80.17,,,,
790,09/08/23 11:03:15 PM,6.71,80.13,,,,
791,09/08/23 11:13:15 PM,6.83,80.24,,,,
792,09/08/23 11:23:15 PM,6.89,80.31,,,,
793,09/08/23 11:33:15 PM,6.90,80.31,,,,
794,09/08/23 11:43:15 PM,6.87,80.31,,,,
795,09/08/23 11:53:15 PM,6.80,80.28,,,,
796,09/09/23 12:03:15 AM,6.86,80.28,,,,
797,09/09/23 12:13:15 AM,6.96,80.35,,,,
798,09/09/23 12:23:15 AM,6.92,80.31,,,,
799,09/09/23 12:33:15 AM,6.93,80.28,,,,
800,09/09/23 12:43:15 AM,6.77,80.24,,,,
801,09/09/23 12:53:15 AM,6.85,80.35,,,,
802,09/09/23 01:03:15 AM,7.42,80.38,,,,
803,09/09/23 01:13:15 AM,6.96,80.35,,,,
804,09/09/23 01:23:15 AM,6.83,80.38,,,,
805,09/09/23 01:33:15 AM,7.48,80.35,,,,
806,09/09/23 01:43:15 AM,7.49,80.38,,,,
807,09/09/23 01:53:15 AM,7.51,80.31,,,,
808,09/09/23 02:03:15 AM,7.40,80.31,,,,
809,09/09/23 02:13:15 AM,7.46,80.28,,,,
810,09/09/23 02:23:15 AM,7.32,80.24,,,,
811,09/09/23 02:33:15 AM,6.98,80.20,,,,
812,09/09/23 02:43:15 AM,7.30,80.17,,,,
813,09/09/23 02:53:15 AM,7.26,80.13,,,,
814,09/09/23 03:03:15 AM,7.06,80.10,,,,
815,09/09/23 03:13:15 AM,7.27,80.06,,,,
816,09/09/23 03:23:15 AM,7.17,80.02,,,,
817,09/09/23 03:33:15 AM,7.12,79.99,,,,
818,09/09/23 03:43:15 AM,7.12,79.95,,,,
819,09/09/23 03:53:15 AM,7.01,79.92,,,,
820,09/09/23 04:03:15 AM,6.57,79.88,,,,
821,09/09/23 04:13:15 AM,6.66,79.84,,,,
822,09/09/23 04:23:15 AM,6.60,79.84,,,,
823,09/09/23 04:33:15 AM,6.78,79.81,,,,
824,09/09/23 04:43:15 AM,6.66,79.77,,,,
825,09/09/23 04:53:15 AM,6.67,79.74,,,,
826,09/09/23 05:03:15 AM,6.60,79.74,,,,
827,09/09/23 05:13:15 AM,6.56,79.70,,,,
828,09/09/23 05:23:15 AM,6.73,79.66,,,,
829,09/09/23 05:33:15 AM,6.69,79.63,,,,
830,09/09/23 05:43:15 AM,6.81,79.59,,,,
831,09/09/23 05:53:15 AM,6.48,79.56,,,,
832,09/09/23 06:03:15 AM,6.72,79.52,,,,
833,09/09/23 06:13:15 AM,6.59,79.52,,,,
834,09/09/23 06:23:15 AM,6.62,79.48,,,,
835,09/09/23 06:33:15 AM,6.54,79.48,,,,
836,09/09/23 06:43:15 AM,6.63,79.45,,,,
837,09/09/23 06:53:15 AM,6.65,79.45,,,,
838,09/09/23 07:03:15 AM,6.72,79.41,,,,
839,09/09/23 07:13:15 AM,6.71,79.38,,,,
840,09/09/23 07:23:15 AM,6.78,79.34,,,,
841,09/09/23 07:33:15 AM,6.65,79.30,,,,
842,09/09/23 07:43:15 AM,6.69,79.30,,,,
843,09/09/23 07:53:15 AM,6.79,79.30,,,,
844,09/09/23 08:03:15 AM,6.79,79.27,,,,
845,09/09/23 08:13:15 AM,6.50,79.27,,,,
846,09/09/23 08:23:15 AM,6.65,79.23,,,,
847,09/09/23 08:33:15 AM,6.64,79.23,,,,
848,09/09/23 08:43:15 AM,6.58,79.23,,,,
849,09/09/23 08:53:15 AM,6.59,79.23,,,,
850,09/09/23 09:03:15 AM,6.59,79.23,,,,
851,09/09/23 09:13:15 AM,6.78,79.23,,,,
852,09/09/23 09:23:15 AM,6.74,79.27,,,,
853,09/09/23 09:33:15 AM,6.57,79.27,,,,
854,09/09/23 09:43:15 AM,6.59,79.27,,,,
855,09/09/23 09:53:15 AM,5.81,79.12,,,,
856,09/09/23 10:03:15 AM,5.72,79.12,,,,
857,09/09/23 10:13:15 AM,5.51,79.12,,,,
858,09/09/23 10:23:15 AM,5.55,79.09,,,,
859,09/09/23 10:33:15 AM,5.89,79.12,,,,
860,09/09/23 10:43:15 AM,6.08,79.20,,,,
861,09/09/23 10:53:15 AM,6.11,79.23,,,,
862,09/09/23 11:03:15 AM,6.17,79.27,,,,
863,09/09/23 11:13:15 AM,6.18,79.30,,,,
864,09/09/23 11:23:15 AM,6.16,79.34,,,,
865,09/09/23 11:33:15 AM,6.31,79.41,,,,
866,09/09/23 11:43:15 AM,6.42,79.48,,,,
867,09/09/23 11:53:15 AM,6.49,79.48,,,,
868,09/09/23 12:03:15 PM,6.49,79.52,,,,
869,09/09/23 12:13:15 PM,6.62,79.56,,,,
870,09/09/23 12:23:15 PM,6.54,79.63,,,,
871,09/09/23 12:33:15 PM,6.58,79.70,,,,
872,09/09/23 12:43:15 PM,6.58,79.77,,,,
873,09/09/23 12:53:15 PM,6.72,79.77,,,,
874,09/09/23 01:03:15 PM,6.83,79.77,,,,
875,09/09/23 01:13:15 PM,6.87,79.77,,,,
876,09/09/23 01:23:15 PM,6.92,79.81,,,,
877,09/09/23 01:33:15 PM,7.05,79.84,,,,
878,09/09/23 01:43:15 PM,7.15,79.84,,,,
879,09/09/23 01:53:15 PM,7.09,79.84,,,,
880,09/09/23 02:03:15 PM,7.06,79.81,,,,
881,09/09/23 02:13:15 PM,7.13,79.77,,,,
882,09/09/23 02:23:15 PM,7.16,79.70,,,,
883,09/09/23 02:33:15 PM,7.06,79.66,,,,
884,09/09/23 02:43:15 PM,7.06,79.70,,,,
885,09/09/23 02:53:15 PM,7.24,79.81,,,,
886,09/09/23 03:03:15 PM,7.41,79.92,,,,
887,09/09/23 03:13:15 PM,7.55,80.06,,,,
888,09/09/23 03:23:15 PM,7.58,80.24,,,,
889,09/09/23 03:33:15 PM,7.56,80.42,,,,
890,09/09/23 03:43:15 PM,7.57,80.53,,,,
891,09/09/23 03:53:15 PM,7.69,80.64,,,,
892,09/09/23 04:03:15 PM,7.69,80.78,,,,
893,09/09/23 04:13:15 PM,7.79,80.82,,,,
894,09/09/23 04:23:15 PM,7.73,80.96,,,,
895,09/09/23 04:33:15 PM,7.56,80.60,,,,
896,09/09/23 04:43:15 PM,7.56,80.31,,,,
897,09/09/23 04:53:15 PM,7.65,80.35,,,,
898,09/09/23 05:03:15 PM,7.56,80.42,,,,
899,09/09/23 05:13:15 PM,7.61,80.60,,,,
900,09/09/23 05:23:15 PM,7.53,80.64,,,,
901,09/09/23 05:33:15 PM,7.62,80.67,,,,
902,09/09/23 05:43:15 PM,7.58,80.82,,,,
903,09/09/23 05:53:15 PM,7.53,80.74,,,,
904,09/09/23 06:03:15 PM,7.38,80.49,,,,
905,09/09/23 06:13:15 PM,7.34,80.38,,,,
906,09/09/23 06:23:15 PM,7.12,80.28,,,,
907,09/09/23 06:33:15 PM,6.62,80.13,,,,
908,09/09/23 06:43:15 PM,6.49,80.13,,,,
909,09/09/23 06:53:15 PM,6.54,80.10,,,,
910,09/09/23 07:03:15 PM,6.43,79.92,,,,
911,09/09/23 07:13:15 PM,6.51,79.88,,,,
912,09/09/23 07:23:15 PM,6.47,79.88,,,,
913,09/09/23 07:33:15 PM,6.36,79.99,,,,
914,09/09/23 07:43:15 PM,6.19,80.02,,,,
915,09/09/23 07:53:15 PM,6.29,80.13,,,,
916,09/09/23 08:03:15 PM,6.66,80.28,,,,
917,09/09/23 08:13:15 PM,6.85,80.31,,,,
918,09/09/23 08:23:15 PM,7.09,80.38,,,,
919,09/09/23 08:33:15 PM,7.19,80.42,,,,
920,09/09/23 08:43:15 PM,6.29,80.42,,,,
921,09/09/23 08:53:15 PM,6.19,80.35,,,,
922,09/09/23 09:03:15 PM,6.37,80.17,,,,
923,09/09/23 09:13:15 PM,6.49,80.17,,,,
924,09/09/23 09:23:15 PM,6.59,80.13,,,,
925,09/09/23 09:33:15 PM,6.71,80.20,,,,
926,09/09/23 09:43:15 PM,6.69,80.17,,,,
927,09/09/23 09:53:15 PM,6.81,80.20,,,,
928,09/09/23 10:03:15 PM,6.74,80.24,,,,
929,09/09/23 10:13:15 PM,6.63,80.24,,,,
930,09/09/23 10:23:15 PM,6.52,80.10,,,,
931,09/09/23 10:33:15 PM,6.43,79.99,,,,
932,09/09/23 10:43:15 PM,6.13,79.88,,,,
933,09/09/23 10:53:15 PM,6.12,79.77,,,,
934,09/09/23 11:03:15 PM,6.04,79.74,,,,
935,09/09/23 11:13:15 PM,6.08,79.70,,,,
936,09/09/23 11:23:15 PM,5.94,79.81,,,,
937,09/09/23 11:33:15 PM,5.79,79.81,,,,
938,09/09/23 11:43:15 PM,5.68,79.84,,,,
939,09/09/23 11:53:15 PM,5.83,79.88,,,,
940,09/10/23 12:03:15 AM,5.76,79.92,,,,
941,09/10/23 12:13:15 AM,5.82,79.99,,,,
942,09/10/23 12:23:15 AM,5.94,80.20,,,,
943,09/10/23 12:33:15 AM,6.16,80.35,,,,
