"Plot Title: DOLogger2"
"#","Date Time, GMT-04:00","DO conc, mg/L (LGR S/N: 20906876, SEN S/N: 20906876)","Temp, °F (LGR S/N: 20906876, SEN S/N: 20906876)","Coupler Attached (LGR S/N: 20906876)","Host Connected (LGR S/N: 20906876)","Stopped (LGR S/N: 20906876)","End Of File (LGR S/N: 20906876)"
2035,07/24/25 03:30:00 PM,5.28,78.94,,,,
2036,07/24/25 03:45:00 PM,5.62,78.98,,,,
2037,07/24/25 04:00:00 PM,5.73,79.05,,,,
2038,07/24/25 04:15:00 PM,5.75,79.12,,,,
2039,07/24/25 04:30:00 PM,6.13,79.20,,,,
2040,07/24/25 04:45:00 PM,6.51,79.34,,,,
2041,07/24/25 05:00:00 PM,6.05,79.27,,,,
2042,07/24/25 05:15:00 PM,6.69,79.34,,,,
2043,07/24/25 05:30:00 PM,7.50,79.52,,,,
2044,07/24/25 05:45:00 PM,7.48,79.66,,,,
2045,07/24/25 06:00:00 PM,6.96,79.74,,,,
2046,07/24/25 06:15:00 PM,6.94,79.59,,,,
2047,07/24/25 06:30:00 PM,6.83,79.59,,,,
2048,07/24/25 06:45:00 PM,7.23,79.63,,,,
2049,07/24/25 07:00:00 PM,7.18,79.70,,,,
2050,07/24/25 07:15:00 PM,7.26,79.81,,,,
2051,07/24/25 07:30:00 PM,7.29,79.88,,,,
2052,07/24/25 07:45:00 PM,7.27,79.92,,,,
2053,07/24/25 08:00:00 PM,6.97,79.74,,,,
2054,07/24/25 08:15:00 PM,5.64,79.66,,,,
2055,07/24/25 08:30:00 PM,6.33,79.66,,,,
2056,07/24/25 08:45:00 PM,6.16,79.63,,,,
2057,07/24/25 09:00:00 PM,5.97,79.66,,,,
2058,07/24/25 09:15:00 PM,5.56,79.66,,,,
2059,07/24/25 09:30:00 PM,6.06,79.63,,,,
2060,07/24/25 09:45:00 PM,6.38,79.66,,,,
2061,07/24/25 10:00:00 PM,6.18,79.74,,,,
2062,07/24/25 10:15:00 PM,6.47,79.81,,,,
2063,07/24/25 10:30:00 PM,6.82,79.88,,,,
2064,07/24/25 10:45:00 PM,6.81,79.99,,,,
2065,07/24/25 11:00:00 PM,6.51,79.95,,,,
2066,07/24/25 11:15:00 PM,6.74,79.92,,,,
2067,07/24/25 11:30:00 PM,6.31,79.92,,,,
2068,07/24/25 11:45:00 PM,5.85,79.84,,,,
2069,07/25/25 12:00:00 AM,5.79,79.74,,,,
2070,07/25/25 12:15:00 AM,5.45,79.70,,,,
2071,07/25/25 12:30:00 AM,5.11,79.63,,,,
2072,07/25/25 12:45:00 AM,4.80,79.59,,,,
2073,07/25/25 01:00:00 AM,4.78,79.56,,,,
2074,07/25/25 01:15:00 AM,4.54,79.52,,,,
2075,07/25/25 01:30:00 AM,4.36,79.52,,,,
2076,07/25/25 01:45:00 AM,4.62,79.45,,,,
2077,07/25/25 02:00:00 AM,4.27,79.48,,,,
2078,07/25/25 02:15:00 AM,4.53,79.52,,,,
2079,07/25/25 02:30:00 AM,4.21,79.52,,,,
2080,07/25/25 02:45:00 AM,4.37,79.52,,,,
2081,07/25/25 03:00:00 AM,4.66,79.56,,,,
2082,07/25/25 03:15:00 AM,4.44,79.56,,,,
2083,07/25/25 03:30:00 AM,4.30,79.48,,,,
2084,07/25/25 03:45:00 AM,4.18,79.52,,,,
2085,07/25/25 04:00:00 AM,4.11,79.48,,,,
2086,07/25/25 04:15:00 AM,4.47,79.52,,,,
2087,07/25/25 04:30:00 AM,4.24,79.52,,,,
2088,07/25/25 04:45:00 AM,4.46,79.56,,,,
2089,07/25/25 05:00:00 AM,4.79,79.59,,,,
2090,07/25/25 05:15:00 AM,4.36,79.63,,,,
2091,07/25/25 05:30:00 AM,4.63,79.70,,,,
2092,07/25/25 05:45:00 AM,4.43,79.74,,,,
2093,07/25/25 06:00:00 AM,4.41,79.66,,,,
2094,07/25/25 06:15:00 AM,4.36,79.70,,,,
2095,07/25/25 06:30:00 AM,4.43,79.74,,,,
2096,07/25/25 06:45:00 AM,4.42,79.70,,,,
2097,07/25/25 07:00:00 AM,4.25,79.74,,,,
2098,07/25/25 07:15:00 AM,4.09,79.70,,,,
2099,07/25/25 07:30:00 AM,4.07,79.70,,,,
2100,07/25/25 07:45:00 AM,3.92,79.63,,,,
2101,07/25/25 08:00:00 AM,4.42,79.74,,,,
2102,07/25/25 08:15:00 AM,4.39,79.81,,,,
2103,07/25/25 08:30:00 AM,4.95,79.99,,,,
2104,07/25/25 08:45:00 AM,5.60,80.20,,,,
2105,07/25/25 09:00:00 AM,5.36,80.31,,,,
2106,07/25/25 09:15:00 AM,5.51,80.49,,,,
2107,07/25/25 09:30:00 AM,5.57,80.60,,,,
2108,07/25/25 09:45:00 AM,5.56,80.49,,,,
2109,07/25/25 10:00:00 AM,3.61,80.31,,,,
2110,07/25/25 10:15:00 AM,2.67,79.84,,,,
2111,07/25/25 10:30:00 AM,2.26,79.70,,,,
2112,07/25/25 10:45:00 AM,1.42,79.52,,,,
2113,07/25/25 11:00:00 AM,1.56,79.45,,,,
2114,07/25/25 11:15:00 AM,1.50,79.30,,,,
2115,07/25/25 11:30:00 AM,1.63,79.30,,,,
2116,07/25/25 11:45:00 AM,1.87,79.34,,,,
2117,07/25/25 12:00:00 PM,2.03,79.38,,,,
2118,07/25/25 12:15:00 PM,2.57,79.45,,,,
2119,07/25/25 12:30:00 PM,3.28,79.59,,,,
2120,07/25/25 12:45:00 PM,3.67,79.70,,,,
2121,07/25/25 01:00:00 PM,4.15,79.88,,,,
2122,07/25/25 01:15:00 PM,4.56,80.06,,,,
2123,07/25/25 01:30:00 PM,4.88,80.20,,,,
2124,07/25/25 01:45:00 PM,5.12,80.24,,,,
2125,07/25/25 02:00:00 PM,4.80,80.28,,,,
2126,07/25/25 02:15:00 PM,5.61,80.38,,,,
2127,07/25/25 02:30:00 PM,5.67,80.60,,,,
2128,07/25/25 02:45:00 PM,6.13,81.03,,,,
2129,07/25/25 03:00:00 PM,6.75,81.10,,,,
2130,07/25/25 03:15:00 PM,7.23,81.25,,,,
2131,07/25/25 03:30:00 PM,6.58,81.32,,,,
2132,07/25/25 03:45:00 PM,6.92,81.21,,,,
2133,07/25/25 04:00:00 PM,6.69,81.03,,,,
2134,07/25/25 04:15:00 PM,7.67,81.25,,,,
2135,07/25/25 04:30:00 PM,6.75,81.36,,,,
2136,07/25/25 04:45:00 PM,5.03,80.92,,,,
2137,07/25/25 05:00:00 PM,4.43,80.46,,,,
2138,07/25/25 05:15:00 PM,2.53,80.02,,,,
2139,07/25/25 05:30:00 PM,3.05,80.53,,,,
2140,07/25/25 05:45:00 PM,6.10,81.03,,,,
2141,07/25/25 06:00:00 PM,6.97,81.28,,,,
2142,07/25/25 06:15:00 PM,7.08,81.93,,,,
2143,07/25/25 06:30:00 PM,6.91,82.04,,,,
2144,07/25/25 06:45:00 PM,6.90,81.82,,,,
2145,07/25/25 07:00:00 PM,6.30,82.04,,,,
2146,07/25/25 07:15:00 PM,7.46,82.36,,,,
2147,07/25/25 07:30:00 PM,4.46,82.36,,,,
2148,07/25/25 07:45:00 PM,4.32,81.43,,,,
2149,07/25/25 08:00:00 PM,4.37,81.39,,,,
2150,07/25/25 08:15:00 PM,4.81,81.25,,,,
2151,07/25/25 08:30:00 PM,5.05,81.18,,,,
2152,07/25/25 08:45:00 PM,3.94,81.07,,,,
2153,07/25/25 09:00:00 PM,3.46,81.00,,,,
2154,07/25/25 09:15:00 PM,4.37,80.96,,,,
2155,07/25/25 09:30:00 PM,2.73,80.74,,,,
2156,07/25/25 09:45:00 PM,2.36,80.42,,,,
2157,07/25/25 10:00:00 PM,3.26,80.53,,,,
2158,07/25/25 10:15:00 PM,5.48,81.10,,,,
2159,07/25/25 10:30:00 PM,6.24,81.61,,,,
2160,07/25/25 10:45:00 PM,6.45,81.86,,,,
2161,07/25/25 11:00:00 PM,6.12,81.82,,,,
2162,07/25/25 11:15:00 PM,6.07,81.82,,,,
2163,07/25/25 11:30:00 PM,5.55,82.08,,,,
2164,07/25/25 11:45:00 PM,7.43,82.44,,,,
2165,07/26/25 12:00:00 AM,4.42,82.36,,,,
2166,07/26/25 12:15:00 AM,4.08,82.33,,,,
2167,07/26/25 12:30:00 AM,3.58,81.75,,,,
2168,07/26/25 12:45:00 AM,4.52,81.50,,,,
2169,07/26/25 01:00:00 AM,4.52,81.50,,,,
2170,07/26/25 01:15:00 AM,4.74,81.68,,,,
2171,07/26/25 01:30:00 AM,7.48,82.00,,,,
2172,07/26/25 01:45:00 AM,7.49,81.93,,,,
2173,07/26/25 02:00:00 AM,5.57,81.79,,,,
2174,07/26/25 02:15:00 AM,6.23,81.75,,,,
2175,07/26/25 02:30:00 AM,5.93,81.79,,,,
2176,07/26/25 02:45:00 AM,7.28,81.68,,,,
2177,07/26/25 03:00:00 AM,7.52,81.57,,,,
2178,07/26/25 03:15:00 AM,7.18,81.43,,,,
2179,07/26/25 03:30:00 AM,7.04,81.36,,,,
2180,07/26/25 03:45:00 AM,6.45,81.21,,,,
2181,07/26/25 04:00:00 AM,7.38,81.10,,,,
2182,07/26/25 04:15:00 AM,7.10,81.03,,,,
2183,07/26/25 04:30:00 AM,7.13,81.07,,,,
2184,07/26/25 04:45:00 AM,7.23,81.00,,,,
2185,07/26/25 05:00:00 AM,7.22,80.96,,,,
2186,07/26/25 05:15:00 AM,7.21,80.92,,,,
2187,07/26/25 05:30:00 AM,7.37,80.89,,,,
2188,07/26/25 05:45:00 AM,7.21,80.85,,,,
2189,07/26/25 06:00:00 AM,7.17,80.74,,,,
2190,07/26/25 06:15:00 AM,7.24,80.71,,,,
2191,07/26/25 06:30:00 AM,7.13,80.67,,,,
2192,07/26/25 06:45:00 AM,7.11,80.67,,,,
2193,07/26/25 07:00:00 AM,7.01,80.60,,,,
2194,07/26/25 07:15:00 AM,7.19,80.60,,,,
2195,07/26/25 07:30:00 AM,6.75,80.49,,,,
2196,07/26/25 07:45:00 AM,6.60,80.49,,,,
2197,07/26/25 08:00:00 AM,6.69,80.49,,,,
2198,07/26/25 08:15:00 AM,6.90,80.46,,,,
2199,07/26/25 08:30:00 AM,7.09,80.46,,,,
2200,07/26/25 08:45:00 AM,7.08,80.46,,,,
2201,07/26/25 09:00:00 AM,6.79,80.49,,,,
2202,07/26/25 09:15:00 AM,6.59,80.49,,,,
2203,07/26/25 09:30:00 AM,6.73,80.49,,,,
2204,07/26/25 09:45:00 AM,6.55,80.53,,,,
2205,07/26/25 10:00:00 AM,6.07,80.53,,,,
2206,07/26/25 10:15:00 AM,5.58,80.49,,,,
2207,07/26/25 10:30:00 AM,4.97,80.42,,,,
2208,07/26/25 10:45:00 AM,5.36,80.42,,,,
2209,07/26/25 11:00:00 AM,5.54,80.46,,,,
2210,07/26/25 11:15:00 AM,6.07,80.49,,,,
2211,07/26/25 11:30:00 AM,5.91,80.49,,,,
2212,07/26/25 11:45:00 AM,6.33,80.56,,,,
2213,07/26/25 12:00:00 PM,6.43,80.60,,,,
2214,07/26/25 12:15:00 PM,6.83,80.67,,,,
2215,07/26/25 12:30:00 PM,7.09,80.78,,,,
2216,07/26/25 12:45:00 PM,7.27,80.85,,,,
2217,07/26/25 01:00:00 PM,7.55,80.92,,,,
2218,07/26/25 01:15:00 PM,7.65,81.00,,,,
2219,07/26/25 01:30:00 PM,7.16,80.92,,,,
2220,07/26/25 01:45:00 PM,6.96,80.85,,,,
2221,07/26/25 02:00:00 PM,6.83,80.85,,,,
2222,07/26/25 02:15:00 PM,6.81,80.82,,,,
2223,07/26/25 02:30:00 PM,6.97,80.82,,,,
2224,07/26/25 02:45:00 PM,7.33,80.89,,,,
2225,07/26/25 03:00:00 PM,7.09,80.92,,,,
2226,07/26/25 03:15:00 PM,6.30,80.85,,,,
2227,07/26/25 03:30:00 PM,6.45,80.85,,,,
2228,07/26/25 03:45:00 PM,6.74,80.85,,,,
2229,07/26/25 04:00:00 PM,6.56,80.89,,,,
2230,07/26/25 04:15:00 PM,6.06,80.85,,,,
2231,07/26/25 04:30:00 PM,5.86,80.78,,,,
2232,07/26/25 04:45:00 PM,5.79,80.82,,,,
2233,07/26/25 05:00:00 PM,5.26,80.74,,,,
2234,07/26/25 05:15:00 PM,5.58,80.78,,,,
2235,07/26/25 05:30:00 PM,5.64,80.82,,,,
2236,07/26/25 05:45:00 PM,4.86,80.82,,,,
2237,07/26/25 06:00:00 PM,5.15,80.82,,,,
2238,07/26/25 06:15:00 PM,5.45,80.89,,,,
2239,07/26/25 06:30:00 PM,5.44,80.92,,,,
2240,07/26/25 06:45:00 PM,6.22,81.00,,,,
2241,07/26/25 07:00:00 PM,5.60,81.03,,,,
2242,07/26/25 07:15:00 PM,5.85,81.07,,,,
2243,07/26/25 07:30:00 PM,5.89,81.10,,,,
2244,07/26/25 07:45:00 PM,5.80,81.10,,,,
2245,07/26/25 08:00:00 PM,5.59,81.10,,,,
2246,07/26/25 08:15:00 PM,5.31,81.10,,,,
2247,07/26/25 08:30:00 PM,5.75,81.10,,,,
2248,07/26/25 08:45:00 PM,6.27,81.14,,,,
2249,07/26/25 09:00:00 PM,6.40,81.07,,,,
2250,07/26/25 09:15:00 PM,5.45,81.07,,,,
2251,07/26/25 09:30:00 PM,5.46,81.03,,,,
2252,07/26/25 09:45:00 PM,5.23,81.00,,,,
2253,07/26/25 10:00:00 PM,5.12,80.96,,,,
2254,07/26/25 10:15:00 PM,5.01,80.92,,,,
2255,07/26/25 10:30:00 PM,4.85,80.89,,,,
2256,07/26/25 10:45:00 PM,4.63,80.89,,,,
2257,07/26/25 11:00:00 PM,4.44,80.85,,,,
2258,07/26/25 11:15:00 PM,4.28,80.85,,,,
2259,07/26/25 11:30:00 PM,4.45,80.85,,,,
2260,07/26/25 11:45:00 PM,4.22,80.82,,,,
2261,07/27/25 12:00:00 AM,3.98,80.85,,,,
2262,07/27/25 12:15:00 AM,4.38,80.89,,,,
2263,07/27/25 12:30:00 AM,4.19,80.85,,,,
2264,07/27/25 12:45:00 AM,4.18,80.85,,,,
2265,07/27/25 01:00:00 AM,4.23,80.85,,,,
2266,07/27/25 01:15:00 AM,4.51,80.92,,,,
2267,07/27/25 01:30:00 AM,4.69,80.89,,,,
2268,07/27/25 01:45:00 AM,4.32,80.92,,,,
2269,07/27/25 02:00:00 AM,4.12,80.92,,,,
2270,07/27/25 02:15:00 AM,4.35,80.89,,,,
2271,07/27/25 02:30:00 AM,3.94,80.89,,,,
2272,07/27/25 02:45:00 AM,3.92,80.85,,,,
2273,07/27/25 03:00:00 AM,3.88,80.89,,,,
2274,07/27/25 03:15:00 AM,4.36,80.96,,,,
2275,07/27/25 03:30:00 AM,3.96,81.10,,,,
2276,07/27/25 03:45:00 AM,3.99,81.25,,,,
2277,07/27/25 04:00:00 AM,5.53,81.36,,,,
2278,07/27/25 04:15:00 AM,7.23,81.36,,,,
2279,07/27/25 04:30:00 AM,7.89,81.36,,,,
2280,07/27/25 04:45:00 AM,7.73,81.28,,,,
2281,07/27/25 05:00:00 AM,7.67,81.21,,,,
2282,07/27/25 05:15:00 AM,7.42,81.18,,,,
2283,07/27/25 05:30:00 AM,4.62,81.03,,,,
2284,07/27/25 05:45:00 AM,5.41,81.07,,,,
2285,07/27/25 06:00:00 AM,7.18,81.03,,,,
2286,07/27/25 06:15:00 AM,5.94,80.96,,,,
2287,07/27/25 06:30:00 AM,6.81,80.96,,,,
2288,07/27/25 06:45:00 AM,7.06,80.89,,,,
2289,07/27/25 07:00:00 AM,6.59,80.82,,,,
2290,07/27/25 07:15:00 AM,6.57,80.78,,,,
2291,07/27/25 07:30:00 AM,6.70,80.74,,,,
2292,07/27/25 07:45:00 AM,6.72,80.71,,,,
2293,07/27/25 08:00:00 AM,6.50,80.67,,,,
2294,07/27/25 08:15:00 AM,6.40,80.67,,,,
2295,07/27/25 08:30:00 AM,6.13,80.64,,,,
2296,07/27/25 08:45:00 AM,6.28,80.60,,,,
2297,07/27/25 09:00:00 AM,5.88,80.56,,,,
2298,07/27/25 09:15:00 AM,5.97,80.56,,,,
2299,07/27/25 09:30:00 AM,5.77,80.53,,,,
2300,07/27/25 09:45:00 AM,5.30,80.49,,,,
2301,07/27/25 10:00:00 AM,5.69,80.49,,,,
2302,07/27/25 10:15:00 AM,5.64,80.46,,,,
2303,07/27/25 10:30:00 AM,5.49,80.46,,,,
2304,07/27/25 10:45:00 AM,5.44,80.42,,,,
2305,07/27/25 11:00:00 AM,5.46,80.38,,,,
2306,07/27/25 11:15:00 AM,5.59,80.38,,,,
2307,07/27/25 11:30:00 AM,5.35,80.35,,,,
2308,07/27/25 11:45:00 AM,5.48,80.31,,,,
2309,07/27/25 12:00:00 PM,5.54,80.31,,,,
2310,07/27/25 12:15:00 PM,5.48,80.31,,,,
2311,07/27/25 12:30:00 PM,5.51,80.28,,,,
2312,07/27/25 12:45:00 PM,5.65,80.24,,,,
2313,07/27/25 01:00:00 PM,5.89,80.24,,,,
2314,07/27/25 01:15:00 PM,6.13,80.20,,,,
2315,07/27/25 01:30:00 PM,6.04,80.20,,,,
2316,07/27/25 01:45:00 PM,6.15,80.17,,,,
2317,07/27/25 02:00:00 PM,6.10,80.17,,,,
2318,07/27/25 02:15:00 PM,6.06,80.20,,,,
2319,07/27/25 02:30:00 PM,6.18,80.20,,,,
2320,07/27/25 02:45:00 PM,6.21,80.17,,,,
2321,07/27/25 03:00:00 PM,6.18,80.20,,,,
2322,07/27/25 03:15:00 PM,6.21,80.20,,,,
2323,07/27/25 03:30:00 PM,6.28,80.20,,,,
2324,07/27/25 03:45:00 PM,6.53,80.20,,,,
2325,07/27/25 04:00:00 PM,6.51,80.24,,,,
2326,07/27/25 04:15:00 PM,6.36,80.28,,,,
2327,07/27/25 04:30:00 PM,6.86,80.31,,,,
2328,07/27/25 04:45:00 PM,6.87,80.35,,,,
2329,07/27/25 05:00:00 PM,6.73,80.35,,,,
2330,07/27/25 05:15:00 PM,6.47,80.31,,,,
2331,07/27/25 05:30:00 PM,6.43,80.35,,,,
2332,07/27/25 05:45:00 PM,6.17,80.38,,,,
2333,07/27/25 06:00:00 PM,5.56,80.31,,,,
2334,07/27/25 06:15:00 PM,5.69,80.20,,,,
2335,07/27/25 06:30:00 PM,5.80,80.17,,,,
2336,07/27/25 06:45:00 PM,5.86,80.13,,,,
2337,07/27/25 07:00:00 PM,5.84,80.10,,,,
2338,07/27/25 07:15:00 PM,5.83,80.06,,,,
2339,07/27/25 07:30:00 PM,5.79,80.06,,,,
2340,07/27/25 07:45:00 PM,6.03,80.06,,,,
2341,07/27/25 08:00:00 PM,6.03,80.10,,,,
2342,07/27/25 08:15:00 PM,5.91,80.06,,,,
2343,07/27/25 08:30:00 PM,6.03,80.06,,,,
2344,07/27/25 08:45:00 PM,5.91,80.06,,,,
2345,07/27/25 09:00:00 PM,5.89,80.10,,,,
2346,07/27/25 09:15:00 PM,6.06,80.10,,,,
2347,07/27/25 09:30:00 PM,5.96,80.06,,,,
2348,07/27/25 09:45:00 PM,5.95,80.06,,,,
2349,07/27/25 10:00:00 PM,5.95,80.06,,,,
2350,07/27/25 10:15:00 PM,5.73,80.06,,,,
2351,07/27/25 10:30:00 PM,5.59,80.02,,,,
2352,07/27/25 10:45:00 PM,5.60,80.06,,,,
2353,07/27/25 11:00:00 PM,5.44,80.06,,,,
2354,07/27/25 11:15:00 PM,5.37,80.06,,,,
2355,07/27/25 11:30:00 PM,4.89,80.06,,,,
2356,07/27/25 11:45:00 PM,4.35,80.06,,,,
2357,07/28/25 12:00:00 AM,4.94,80.06,,,,
2358,07/28/25 12:15:00 AM,5.05,80.06,,,,
2359,07/28/25 12:30:00 AM,5.08,80.06,,,,
2360,07/28/25 12:45:00 AM,4.86,80.06,,,,
2361,07/28/25 01:00:00 AM,5.02,80.06,,,,
2362,07/28/25 01:15:00 AM,5.34,80.10,,,,
2363,07/28/25 01:30:00 AM,5.22,80.10,,,,
2364,07/28/25 01:45:00 AM,4.90,80.06,,,,
2365,07/28/25 02:00:00 AM,5.96,80.06,,,,
2366,07/28/25 02:15:00 AM,4.80,80.02,,,,
2367,07/28/25 02:30:00 AM,5.53,79.99,,,,
2368,07/28/25 02:45:00 AM,5.38,79.95,,,,
2369,07/28/25 03:00:00 AM,5.18,79.92,,,,
2370,07/28/25 03:15:00 AM,5.28,79.92,,,,
2371,07/28/25 03:30:00 AM,5.12,79.88,,,,
2372,07/28/25 03:45:00 AM,4.88,79.84,,,,
2373,07/28/25 04:00:00 AM,4.86,79.81,,,,
2374,07/28/25 04:15:00 AM,4.96,79.81,,,,
2375,07/28/25 04:30:00 AM,4.80,79.77,,,,
2376,07/28/25 04:45:00 AM,4.70,79.74,,,,
2377,07/28/25 05:00:00 AM,4.89,79.74,,,,
2378,07/28/25 05:15:00 AM,4.85,79.66,,,,
2379,07/28/25 05:30:00 AM,4.93,79.66,,,,
2380,07/28/25 05:45:00 AM,5.12,79.63,,,,
2381,07/28/25 06:00:00 AM,5.06,79.59,,,,
2382,07/28/25 06:15:00 AM,4.88,79.56,,,,
2383,07/28/25 06:30:00 AM,4.72,79.52,,,,
2384,07/28/25 06:45:00 AM,4.92,79.48,,,,
2385,07/28/25 07:00:00 AM,4.91,79.48,,,,
2386,07/28/25 07:15:00 AM,4.95,79.45,,,,
2387,07/28/25 07:30:00 AM,4.92,79.45,,,,
2388,07/28/25 07:45:00 AM,4.88,79.45,,,,
2389,07/28/25 08:00:00 AM,4.83,79.41,,,,
2390,07/28/25 08:15:00 AM,4.94,79.41,,,,
2391,07/28/25 08:30:00 AM,4.98,79.34,,,,
2392,07/28/25 08:45:00 AM,4.64,79.27,,,,
2393,07/28/25 09:00:00 AM,4.72,79.23,,,,
2394,07/28/25 09:15:00 AM,4.35,79.23,,,,
2395,07/28/25 09:30:00 AM,4.38,79.23,,,,
2396,07/28/25 09:45:00 AM,4.42,79.23,,,,
2397,07/28/25 10:00:00 AM,3.98,79.23,,,,
2398,07/28/25 10:15:00 AM,4.26,79.16,,,,
2399,07/28/25 10:30:00 AM,4.27,79.16,,,,
2400,07/28/25 10:45:00 AM,5.31,79.30,,,,
2401,07/28/25 11:00:00 AM,5.58,79.38,,,,
2402,07/28/25 11:15:00 AM,5.69,79.56,,,,
2403,07/28/25 11:30:00 AM,5.57,79.59,,,,
2404,07/28/25 11:45:00 AM,5.54,79.66,,,,
2405,07/28/25 12:00:00 PM,5.50,79.77,,,,
2406,07/28/25 12:15:00 PM,5.56,79.81,,,,
2407,07/28/25 12:30:00 PM,5.55,79.88,,,,
2408,07/28/25 12:45:00 PM,5.66,80.02,,,,
2409,07/28/25 01:00:00 PM,5.70,80.24,,,,
2410,07/28/25 01:15:00 PM,5.83,80.28,,,,
2411,07/28/25 01:30:00 PM,5.84,80.46,,,,
2412,07/28/25 01:45:00 PM,5.90,80.31,,,,
2413,07/28/25 02:00:00 PM,5.97,80.42,,,,
2414,07/28/25 02:15:00 PM,6.06,80.46,,,,
2415,07/28/25 02:30:00 PM,5.57,80.46,,,,
2416,07/28/25 02:45:00 PM,6.07,80.49,,,,
2417,07/28/25 03:00:00 PM,6.24,80.49,,,,
2418,07/28/25 03:15:00 PM,6.40,80.64,,,,
2419,07/28/25 03:30:00 PM,6.42,80.71,,,,
2420,07/28/25 03:45:00 PM,6.38,80.78,,,,
2421,07/28/25 04:00:00 PM,6.60,80.85,,,,
2422,07/28/25 04:15:00 PM,6.65,80.96,,,,
2423,07/28/25 04:30:00 PM,6.50,80.96,,,,
2424,07/28/25 04:45:00 PM,6.51,81.03,,,,
2425,07/28/25 05:00:00 PM,6.38,81.07,,,,
2426,07/28/25 05:15:00 PM,6.40,81.10,,,,
2427,07/28/25 05:30:00 PM,5.48,81.14,,,,
2428,07/28/25 05:45:00 PM,5.18,80.82,,,,
2429,07/28/25 06:00:00 PM,5.93,80.96,,,,
2430,07/28/25 06:15:00 PM,5.89,81.14,,,,
2431,07/28/25 06:30:00 PM,5.93,81.28,,,,
2432,07/28/25 06:45:00 PM,6.06,81.25,,,,
2433,07/28/25 07:00:00 PM,4.88,81.14,,,,
2434,07/28/25 07:15:00 PM,3.71,80.60,,,,
2435,07/28/25 07:30:00 PM,3.85,80.49,,,,
2436,07/28/25 07:45:00 PM,3.70,80.53,,,,
2437,07/28/25 08:00:00 PM,3.59,80.31,,,,
2438,07/28/25 08:15:00 PM,3.57,80.24,,,,
2439,07/28/25 08:30:00 PM,3.46,80.17,,,,
2440,07/28/25 08:45:00 PM,3.47,80.17,,,,
2441,07/28/25 09:00:00 PM,3.75,80.28,,,,
2442,07/28/25 09:15:00 PM,3.78,80.31,,,,
2443,07/28/25 09:30:00 PM,3.74,80.35,,,,
2444,07/28/25 09:45:00 PM,3.82,80.38,,,,
2445,07/28/25 10:00:00 PM,3.73,80.46,,,,
2446,07/28/25 10:15:00 PM,3.67,80.49,,,,
2447,07/28/25 10:30:00 PM,3.88,80.56,,,,
2448,07/28/25 10:45:00 PM,3.93,80.60,,,,
2449,07/28/25 11:00:00 PM,3.81,80.64,,,,
2450,07/28/25 11:15:00 PM,3.99,80.60,,,,
2451,07/28/25 11:30:00 PM,3.94,80.60,,,,
2452,07/28/25 11:45:00 PM,3.80,80.60,,,,
2453,07/29/25 12:00:00 AM,3.78,80.60,,,,
2454,07/29/25 12:15:00 AM,4.03,80.64,,,,
2455,07/29/25 12:30:00 AM,4.26,80.67,,,,
2456,07/29/25 12:45:00 AM,4.11,80.71,,,,
2457,07/29/25 01:00:00 AM,4.19,80.71,,,,
2458,07/29/25 01:15:00 AM,4.04,80.71,,,,
2459,07/29/25 01:30:00 AM,3.96,80.71,,,,
2460,07/29/25 01:45:00 AM,4.07,80.67,,,,
2461,07/29/25 02:00:00 AM,3.96,80.64,,,,
2462,07/29/25 02:15:00 AM,3.88,80.67,,,,
2463,07/29/25 02:30:00 AM,3.94,80.67,,,,
2464,07/29/25 02:45:00 AM,3.94,80.71,,,,
2465,07/29/25 03:00:00 AM,3.79,80.67,,,,
2466,07/29/25 03:15:00 AM,3.88,80.71,,,,
2467,07/29/25 03:30:00 AM,3.86,80.74,,,,
2468,07/29/25 03:45:00 AM,3.82,80.71,,,,
2469,07/29/25 04:00:00 AM,3.77,80.74,,,,
2470,07/29/25 04:15:00 AM,3.71,80.71,,,,
2471,07/29/25 04:30:00 AM,3.54,80.71,,,,
2472,07/29/25 04:45:00 AM,3.64,80.74,,,,
2473,07/29/25 05:00:00 AM,3.38,80.74,,,,
2474,07/29/25 05:15:00 AM,3.50,80.85,,,,
2475,07/29/25 05:30:00 AM,3.73,80.96,,,,
2476,07/29/25 05:45:00 AM,3.76,81.03,,,,
2477,07/29/25 06:00:00 AM,3.66,81.10,,,,
2478,07/29/25 06:15:00 AM,3.64,81.18,,,,
2479,07/29/25 06:30:00 AM,3.79,81.28,,,,
2480,07/29/25 06:45:00 AM,5.35,81.28,,,,
2481,07/29/25 07:00:00 AM,4.46,81.28,,,,
2482,07/29/25 07:15:00 AM,4.78,81.25,,,,
2483,07/29/25 07:30:00 AM,3.38,81.14,,,,
2484,07/29/25 07:45:00 AM,6.24,81.32,,,,
2485,07/29/25 08:00:00 AM,6.23,81.32,,,,
2486,07/29/25 08:15:00 AM,6.78,81.28,,,,
2487,07/29/25 08:30:00 AM,6.37,81.21,,,,
2488,07/29/25 08:45:00 AM,5.64,81.21,,,,
2489,07/29/25 09:00:00 AM,5.82,81.18,,,,
2490,07/29/25 09:15:00 AM,5.17,81.07,,,,
2491,07/29/25 09:30:00 AM,5.19,81.03,,,,
2492,07/29/25 09:45:00 AM,5.00,81.07,,,,
2493,07/29/25 10:00:00 AM,4.22,80.85,,,,
2494,07/29/25 10:15:00 AM,3.58,80.67,,,,
