"Plot Title: DOLogger2"
"#","Date Time, GMT-04:00","DO conc, mg/L (LGR S/N: 20906876, SEN S/N: 20906876)","Temp, °F (LGR S/N: 20906876, SEN S/N: 20906876)","Coupler Detached (LGR S/N: 20906876)","Coupler Attached (LGR S/N: 20906876)","Host Connected (LGR S/N: 20906876)","Stopped (LGR S/N: 20906876)","End Of File (LGR S/N: 20906876)"
1703,10/17/24 09:59:40 AM,9.14,50.43,,,,,
1704,10/17/24 10:14:40 AM,9.06,50.58,,,,,
1705,10/17/24 10:29:40 AM,9.13,50.72,,,,,
1706,10/17/24 10:44:40 AM,9.34,50.83,,,,,
1707,10/17/24 10:59:40 AM,9.38,50.83,,,,,
1708,10/17/24 11:14:40 AM,9.38,50.90,,,,,
1709,10/17/24 11:29:40 AM,9.44,51.01,,,,,
1710,10/17/24 11:44:40 AM,9.46,51.12,,,,,
1711,10/17/24 11:59:40 AM,9.38,51.26,,,,,
1712,10/17/24 12:14:40 PM,9.38,51.22,,,,,
1713,10/17/24 12:29:40 PM,9.46,51.30,,,,,
1714,10/17/24 12:44:40 PM,9.24,51.44,,,,,
1715,10/17/24 12:59:40 PM,9.36,51.48,,,,,
1716,10/17/24 01:14:40 PM,9.48,51.55,,,,,
1717,10/17/24 01:29:40 PM,9.51,51.62,,,,,
1718,10/17/24 01:44:40 PM,9.52,51.73,,,,,
1719,10/17/24 01:59:40 PM,9.62,51.87,,,,,
1720,10/17/24 02:14:40 PM,9.64,51.91,,,,,
1721,10/17/24 02:29:40 PM,9.84,52.09,,,,,
1722,10/17/24 02:44:40 PM,9.70,52.12,,,,,
1723,10/17/24 02:59:40 PM,9.85,52.20,,,,,
1724,10/17/24 03:14:40 PM,9.80,52.27,,,,,
1725,10/17/24 03:29:40 PM,9.80,52.38,,,,,
1726,10/17/24 03:44:40 PM,9.90,52.41,,,,,
1727,10/17/24 03:59:40 PM,9.97,52.48,,,,,
1728,10/17/24 04:14:40 PM,10.02,52.56,,,,,
1729,10/17/24 04:29:40 PM,10.03,52.56,,,,,
1730,10/17/24 04:44:40 PM,9.92,52.59,,,,,
1731,10/17/24 04:59:40 PM,10.06,52.66,,,,,
1732,10/17/24 05:14:40 PM,10.06,52.66,,,,,
1733,10/17/24 05:29:40 PM,10.02,52.70,,,,,
1734,10/17/24 05:44:40 PM,10.01,52.74,,,,,
1735,10/17/24 05:59:40 PM,10.06,52.74,,,,,
1736,10/17/24 06:14:40 PM,10.03,52.77,,,,,
1737,10/17/24 06:29:40 PM,10.03,52.74,,,,,
1738,10/17/24 06:44:40 PM,10.04,52.66,,,,,
1739,10/17/24 06:59:40 PM,10.07,52.63,,,,,
1740,10/17/24 07:14:40 PM,10.22,52.56,,,,,
1741,10/17/24 07:29:40 PM,10.21,52.56,,,,,
1742,10/17/24 07:44:40 PM,10.16,52.52,,,,,
1743,10/17/24 07:59:40 PM,10.27,52.45,,,,,
1744,10/17/24 08:14:40 PM,10.24,52.38,,,,,
1745,10/17/24 08:29:40 PM,10.22,52.34,,,,,
1746,10/17/24 08:44:40 PM,10.19,52.30,,,,,
1747,10/17/24 08:59:40 PM,10.20,52.27,,,,,
1748,10/17/24 09:14:40 PM,10.14,52.27,,,,,
1749,10/17/24 09:29:40 PM,10.22,52.23,,,,,
1750,10/17/24 09:44:40 PM,10.21,52.20,,,,,
1751,10/17/24 09:59:40 PM,10.22,52.16,,,,,
1752,10/17/24 10:14:40 PM,10.17,52.12,,,,,
1753,10/17/24 10:29:40 PM,10.11,52.05,,,,,
1754,10/17/24 10:44:40 PM,10.07,52.09,,,,,
1755,10/17/24 10:59:40 PM,10.12,51.98,,,,,
1756,10/17/24 11:14:40 PM,10.06,52.02,,,,,
1757,10/17/24 11:29:40 PM,10.05,51.98,,,,,
1758,10/17/24 11:44:40 PM,9.96,51.91,,,,,
1759,10/17/24 11:59:40 PM,9.92,51.91,,,,,
1760,10/18/24 12:14:40 AM,9.92,51.87,,,,,
1761,10/18/24 12:29:40 AM,10.01,51.80,,,,,
1762,10/18/24 12:44:40 AM,10.07,51.80,,,,,
1763,10/18/24 12:59:40 AM,9.86,51.80,,,,,
1764,10/18/24 01:14:40 AM,9.89,51.76,,,,,
1765,10/18/24 01:29:40 AM,9.95,51.76,,,,,
1766,10/18/24 01:44:40 AM,9.88,51.73,,,,,
1767,10/18/24 01:59:40 AM,9.89,51.69,,,,,
1768,10/18/24 02:14:40 AM,9.86,51.62,,,,,
1769,10/18/24 02:29:40 AM,9.85,51.58,,,,,
1770,10/18/24 02:44:40 AM,9.76,51.58,,,,,
1771,10/18/24 02:59:40 AM,9.70,51.51,,,,,
1772,10/18/24 03:14:40 AM,9.70,51.44,,,,,
1773,10/18/24 03:29:40 AM,9.70,51.40,,,,,
1774,10/18/24 03:44:40 AM,9.75,51.40,,,,,
1775,10/18/24 03:59:40 AM,9.73,51.51,,,,,
1776,10/18/24 04:14:40 AM,9.73,51.48,,,,,
1777,10/18/24 04:29:40 AM,9.70,51.44,,,,,
1778,10/18/24 04:44:40 AM,9.63,51.40,,,,,
1779,10/18/24 04:59:40 AM,9.60,51.37,,,,,
1780,10/18/24 05:14:40 AM,9.63,51.26,,,,,
1781,10/18/24 05:29:40 AM,9.57,51.26,,,,,
1782,10/18/24 05:44:40 AM,9.49,51.26,,,,,
1783,10/18/24 05:59:40 AM,9.46,51.22,,,,,
1784,10/18/24 06:14:40 AM,9.47,51.15,,,,,
1785,10/18/24 06:29:40 AM,9.50,51.15,,,,,
1786,10/18/24 06:44:40 AM,9.45,51.12,,,,,
1787,10/18/24 06:59:40 AM,9.48,51.08,,,,,
1788,10/18/24 07:14:40 AM,9.45,51.01,,,,,
1789,10/18/24 07:29:40 AM,9.02,50.94,,,,,
1790,10/18/24 07:44:40 AM,8.87,50.86,,,,,
1791,10/18/24 07:59:40 AM,9.24,50.86,,,,,
1792,10/18/24 08:14:40 AM,9.01,50.83,,,,,
1793,10/18/24 08:29:40 AM,9.14,50.83,,,,,
1794,10/18/24 08:44:40 AM,9.28,50.83,,,,,
1795,10/18/24 08:59:40 AM,9.27,50.83,,,,,
1796,10/18/24 09:14:40 AM,9.34,50.79,,,,,
1797,10/18/24 09:29:40 AM,9.29,50.79,,,,,
1798,10/18/24 09:44:40 AM,9.37,50.76,,,,,
1799,10/18/24 09:59:40 AM,9.40,50.65,,,,,
1800,10/18/24 10:14:40 AM,9.45,50.65,,,,,
1801,10/18/24 10:29:40 AM,9.49,50.68,,,,,
1802,10/18/24 10:44:40 AM,9.62,50.68,,,,,
1803,10/18/24 10:59:40 AM,9.62,50.79,,,,,
1804,10/18/24 11:14:40 AM,9.62,50.86,,,,,
1805,10/18/24 11:29:40 AM,9.62,50.94,,,,,
1806,10/18/24 11:44:40 AM,9.77,51.01,,,,,
1807,10/18/24 11:59:40 AM,9.65,51.04,,,,,
1808,10/18/24 12:14:40 PM,9.77,51.15,,,,,
1809,10/18/24 12:29:40 PM,9.82,51.19,,,,,
1810,10/18/24 12:44:40 PM,9.88,51.26,,,,,
1811,10/18/24 12:59:40 PM,9.96,51.30,,,,,
1812,10/18/24 01:14:40 PM,9.99,51.40,,,,,
1813,10/18/24 01:29:40 PM,10.05,51.48,,,,,
1814,10/18/24 01:44:40 PM,10.09,51.55,,,,,
1815,10/18/24 01:59:40 PM,10.17,51.69,,,,,
1816,10/18/24 02:14:40 PM,10.21,51.76,,,,,
1817,10/18/24 02:29:40 PM,10.30,51.84,,,,,
1818,10/18/24 02:44:40 PM,10.30,51.94,,,,,
1819,10/18/24 02:59:40 PM,10.33,52.02,,,,,
1820,10/18/24 03:14:40 PM,10.42,52.12,,,,,
1821,10/18/24 03:29:40 PM,10.45,52.20,,,,,
1822,10/18/24 03:44:40 PM,10.44,52.30,,,,,
1823,10/18/24 03:59:40 PM,10.51,52.38,,,,,
1824,10/18/24 04:14:40 PM,10.52,52.41,,,,,
1825,10/18/24 04:29:40 PM,10.52,52.45,,,,,
1826,10/18/24 04:44:40 PM,10.50,52.52,,,,,
1827,10/18/24 04:59:40 PM,10.58,52.56,,,,,
1828,10/18/24 05:14:40 PM,10.49,52.56,,,,,
1829,10/18/24 05:29:40 PM,10.46,52.59,,,,,
1830,10/18/24 05:44:40 PM,10.46,52.56,,,,,
1831,10/18/24 05:59:40 PM,10.43,52.56,,,,,
1832,10/18/24 06:14:40 PM,10.34,52.56,,,,,
1833,10/18/24 06:29:40 PM,10.31,52.56,,,,,
1834,10/18/24 06:44:40 PM,10.31,52.52,,,,,
1835,10/18/24 06:59:40 PM,10.32,52.52,,,,,
1836,10/18/24 07:14:40 PM,10.30,52.52,,,,,
1837,10/18/24 07:29:40 PM,10.29,52.48,,,,,
1838,10/18/24 07:44:40 PM,10.28,52.45,,,,,
1839,10/18/24 07:59:40 PM,10.26,52.45,,,,,
1840,10/18/24 08:14:40 PM,10.29,52.41,,,,,
1841,10/18/24 08:29:40 PM,10.27,52.38,,,,,
1842,10/18/24 08:44:40 PM,10.29,52.38,,,,,
1843,10/18/24 08:59:40 PM,10.32,52.34,,,,,
1844,10/18/24 09:14:40 PM,10.27,52.34,,,,,
1845,10/18/24 09:29:40 PM,10.29,52.30,,,,,
1846,10/18/24 09:44:40 PM,10.33,52.27,,,,,
1847,10/18/24 09:59:40 PM,10.30,52.27,,,,,
1848,10/18/24 10:14:40 PM,10.29,52.27,,,,,
1849,10/18/24 10:29:40 PM,10.46,52.20,,,,,
1850,10/18/24 10:44:40 PM,10.47,52.12,,,,,
1851,10/18/24 10:59:40 PM,10.51,52.05,,,,,
1852,10/18/24 11:14:40 PM,10.51,52.02,,,,,
1853,10/18/24 11:29:40 PM,10.42,52.02,,,,,
1854,10/18/24 11:44:40 PM,10.47,51.98,,,,,
1855,10/18/24 11:59:40 PM,10.42,51.94,,,,,
1856,10/19/24 12:14:40 AM,10.46,51.91,,,,,
1857,10/19/24 12:29:40 AM,10.41,51.87,,,,,
1858,10/19/24 12:44:40 AM,10.41,51.84,,,,,
1859,10/19/24 12:59:40 AM,10.34,51.80,,,,,
1860,10/19/24 01:14:40 AM,10.33,51.80,,,,,
1861,10/19/24 01:29:40 AM,10.34,51.76,,,,,
1862,10/19/24 01:44:40 AM,10.20,51.80,,,,,
1863,10/19/24 01:59:40 AM,10.22,51.76,,,,,
1864,10/19/24 02:14:40 AM,10.11,51.76,,,,,
1865,10/19/24 02:29:40 AM,10.14,51.73,,,,,
1866,10/19/24 02:44:40 AM,10.17,51.73,,,,,
1867,10/19/24 02:59:40 AM,10.12,51.73,,,,,
1868,10/19/24 03:14:40 AM,10.18,51.69,,,,,
1869,10/19/24 03:29:40 AM,10.14,51.66,,,,,
1870,10/19/24 03:44:40 AM,10.13,51.66,,,,,
1871,10/19/24 03:59:40 AM,10.06,51.62,,,,,
1872,10/19/24 04:14:40 AM,10.07,51.58,,,,,
1873,10/19/24 04:29:40 AM,10.01,51.55,,,,,
1874,10/19/24 04:44:40 AM,10.02,51.58,,,,,
1875,10/19/24 04:59:40 AM,9.99,51.58,,,,,
1876,10/19/24 05:14:40 AM,9.98,51.51,,,,,
1877,10/19/24 05:29:40 AM,9.96,51.51,,,,,
1878,10/19/24 05:44:40 AM,9.89,51.48,,,,,
1879,10/19/24 05:59:40 AM,9.90,51.44,,,,,
1880,10/19/24 06:14:40 AM,9.84,51.44,,,,,
1881,10/19/24 06:29:40 AM,9.75,51.44,,,,,
1882,10/19/24 06:44:40 AM,9.79,51.44,,,,,
1883,10/19/24 06:59:40 AM,9.75,51.37,,,,,
1884,10/19/24 07:14:40 AM,9.75,51.37,,,,,
1885,10/19/24 07:29:40 AM,9.66,51.33,,,,,
1886,10/19/24 07:44:40 AM,9.55,51.26,,,,,
1887,10/19/24 07:59:40 AM,9.56,51.19,,,,,
1888,10/19/24 08:14:40 AM,9.56,51.15,,,,,
1889,10/19/24 08:29:40 AM,9.56,51.15,,,,,
1890,10/19/24 08:44:40 AM,9.42,51.15,,,,,
1891,10/19/24 08:59:40 AM,9.41,51.12,,,,,
1892,10/19/24 09:14:40 AM,9.37,51.08,,,,,
1893,10/19/24 09:29:40 AM,9.29,51.04,,,,,
1894,10/19/24 09:44:40 AM,9.40,51.04,,,,,
1895,10/19/24 09:59:40 AM,9.50,51.04,,,,,
1896,10/19/24 10:14:40 AM,9.39,51.04,,,,,
1897,10/19/24 10:29:40 AM,9.51,50.97,,,,,
1898,10/19/24 10:44:40 AM,9.58,50.97,,,,,
1899,10/19/24 10:59:40 AM,9.58,50.90,,,,,
1900,10/19/24 11:14:40 AM,9.45,50.86,,,,,
1901,10/19/24 11:29:40 AM,9.43,50.90,,,,,
1902,10/19/24 11:44:40 AM,9.40,50.94,,,,,
1903,10/19/24 11:59:40 AM,9.87,50.97,,,,,
1904,10/19/24 12:14:40 PM,9.37,50.97,,,,,
1905,10/19/24 12:29:40 PM,9.43,51.08,,,,,
1906,10/19/24 12:44:40 PM,9.46,51.15,,,,,
1907,10/19/24 12:59:40 PM,9.97,51.15,,,,,
1908,10/19/24 01:14:40 PM,9.45,51.08,,,,,
1909,10/19/24 01:29:40 PM,9.13,51.08,,,,,
1910,10/19/24 01:44:40 PM,9.52,51.12,,,,,
1911,10/19/24 01:59:40 PM,9.63,51.08,,,,,
1912,10/19/24 02:14:40 PM,9.97,51.08,,,,,
1913,10/19/24 02:29:40 PM,9.58,50.94,,,,,
1914,10/19/24 02:44:40 PM,9.49,51.04,,,,,
1915,10/19/24 02:59:40 PM,9.54,50.97,,,,,
1916,10/19/24 03:14:40 PM,9.57,50.97,,,,,
1917,10/19/24 03:29:40 PM,9.85,51.08,,,,,
1918,10/19/24 03:44:40 PM,9.75,51.08,,,,,
1919,10/19/24 03:59:40 PM,9.89,51.12,,,,,
1920,10/19/24 04:14:40 PM,10.43,51.26,,,,,
1921,10/19/24 04:29:40 PM,10.81,51.37,,,,,
1922,10/19/24 04:44:40 PM,10.69,51.58,,,,,
1923,10/19/24 04:59:40 PM,10.36,51.80,,,,,
1924,10/19/24 05:14:40 PM,10.30,51.98,,,,,
1925,10/19/24 05:29:40 PM,10.37,52.23,,,,,
1926,10/19/24 05:44:40 PM,10.62,52.56,,,,,
1927,10/19/24 05:59:40 PM,10.78,52.84,,,,,
1928,10/19/24 06:14:40 PM,10.74,52.84,,,,,
1929,10/19/24 06:29:40 PM,10.65,52.66,,,,,
1930,10/19/24 06:44:40 PM,10.73,52.66,,,,,
1931,10/19/24 06:59:40 PM,10.69,52.59,,,,,
1932,10/19/24 07:14:40 PM,10.47,52.38,,,,,
1933,10/19/24 07:29:40 PM,10.38,52.38,,,,,
1934,10/19/24 07:44:40 PM,10.32,52.34,,,,,
1935,10/19/24 07:59:40 PM,10.12,52.12,,,,,
1936,10/19/24 08:14:40 PM,9.98,51.94,,,,,
1937,10/19/24 08:29:40 PM,9.95,51.98,,,,,
1938,10/19/24 08:44:40 PM,10.05,52.09,,,,,
1939,10/19/24 08:59:40 PM,10.08,52.30,,,,,
1940,10/19/24 09:14:40 PM,10.27,52.27,,,,,
1941,10/19/24 09:29:40 PM,10.11,52.27,,,,,
1942,10/19/24 09:44:40 PM,9.96,52.16,,,,,
1943,10/19/24 09:59:40 PM,9.90,52.09,,,,,
1944,10/19/24 10:14:40 PM,9.82,51.94,,,,,
1945,10/19/24 10:29:40 PM,9.75,51.84,,,,,
1946,10/19/24 10:44:40 PM,9.61,51.66,,,,,
1947,10/19/24 10:59:40 PM,9.58,51.58,,,,,
1948,10/19/24 11:14:40 PM,9.61,51.55,,,,,
1949,10/19/24 11:29:40 PM,9.64,51.51,,,,,
1950,10/19/24 11:44:40 PM,9.69,51.48,,,,,
1951,10/19/24 11:59:40 PM,9.70,51.44,,,,,
1952,10/20/24 12:14:40 AM,9.71,51.40,,,,,
1953,10/20/24 12:29:40 AM,9.71,51.37,,,,,
1954,10/20/24 12:44:40 AM,9.71,51.33,,,,,
1955,10/20/24 12:59:40 AM,9.81,51.37,,,,,
1956,10/20/24 01:14:40 AM,9.82,51.37,,,,,
1957,10/20/24 01:29:40 AM,9.82,51.37,,,,,
1958,10/20/24 01:44:40 AM,9.85,51.40,,,,,
1959,10/20/24 01:59:40 AM,9.80,51.48,,,,,
1960,10/20/24 02:14:40 AM,9.57,51.51,,,,,
1961,10/20/24 02:29:40 AM,9.58,51.66,,,,,
1962,10/20/24 02:44:40 AM,9.72,51.76,,,,,
1963,10/20/24 02:59:40 AM,9.72,51.80,,,,,
1964,10/20/24 03:14:40 AM,10.03,51.87,,,,,
1965,10/20/24 03:29:40 AM,9.82,51.84,,,,,
1966,10/20/24 03:44:40 AM,9.55,51.76,,,,,
1967,10/20/24 03:59:40 AM,9.40,51.66,,,,,
1968,10/20/24 04:14:40 AM,9.34,51.66,,,,,
1969,10/20/24 04:29:40 AM,9.28,51.73,,,,,
1970,10/20/24 04:44:40 AM,9.29,51.80,,,,,
1971,10/20/24 04:59:40 AM,10.00,51.91,,,,,
1972,10/20/24 05:14:40 AM,10.01,51.98,,,,,
1973,10/20/24 05:29:40 AM,10.19,51.98,,,,,
1974,10/20/24 05:44:40 AM,10.33,51.98,,,,,
1975,10/20/24 05:59:40 AM,10.29,51.91,,,,,
1976,10/20/24 06:14:40 AM,10.24,51.87,,,,,
1977,10/20/24 06:29:40 AM,10.24,51.84,,,,,
1978,10/20/24 06:44:40 AM,10.31,51.80,,,,,
1979,10/20/24 06:59:40 AM,10.28,51.76,,,,,
1980,10/20/24 07:14:40 AM,10.11,51.73,,,,,
1981,10/20/24 07:29:40 AM,10.19,51.66,,,,,
1982,10/20/24 07:44:40 AM,9.62,51.62,,,,,
1983,10/20/24 07:59:40 AM,10.02,51.58,,,,,
1984,10/20/24 08:14:40 AM,9.62,51.55,,,,,
1985,10/20/24 08:29:40 AM,9.92,51.55,,,,,
1986,10/20/24 08:44:40 AM,9.32,51.51,,,,,
1987,10/20/24 08:59:40 AM,9.97,51.51,,,,,
1988,10/20/24 09:14:40 AM,9.95,51.51,,,,,
1989,10/20/24 09:29:40 AM,10.07,51.55,,,,,
1990,10/20/24 09:44:40 AM,10.23,51.58,,,,,
1991,10/20/24 09:59:40 AM,10.37,51.62,,,,,
1992,10/20/24 10:14:40 AM,10.38,51.69,,,,,
1993,10/20/24 10:29:40 AM,10.38,51.73,,,,,
1994,10/20/24 10:44:40 AM,10.39,51.76,,,,,
1995,10/20/24 10:59:40 AM,10.32,51.80,,,,,
1996,10/20/24 11:14:40 AM,10.11,51.84,,,,,
1997,10/20/24 11:29:40 AM,9.73,51.80,,,,,
1998,10/20/24 11:44:40 AM,9.69,51.76,,,,,
1999,10/20/24 11:59:40 AM,9.76,51.73,,,,,
2000,10/20/24 12:14:40 PM,9.78,51.73,,,,,
2001,10/20/24 12:29:40 PM,10.16,51.94,,,,,
2002,10/20/24 12:44:40 PM,10.27,52.16,,,,,
2003,10/20/24 12:59:40 PM,10.25,52.38,,,,,
2004,10/20/24 01:14:40 PM,10.05,52.41,,,,,
2005,10/20/24 01:29:40 PM,10.08,52.34,,,,,
2006,10/20/24 01:44:40 PM,9.82,52.02,,,,,
2007,10/20/24 01:59:40 PM,9.78,51.87,,,,,
2008,10/20/24 02:14:40 PM,9.73,51.84,,,,,
2009,10/20/24 02:29:40 PM,9.68,51.84,,,,,
2010,10/20/24 02:44:40 PM,9.79,51.87,,,,,
2011,10/20/24 02:59:40 PM,9.75,51.87,,,,,
2012,10/20/24 03:14:40 PM,9.85,51.87,,,,,
2013,10/20/24 03:29:40 PM,9.88,51.87,,,,,
2014,10/20/24 03:44:40 PM,10.04,51.94,,,,,
2015,10/20/24 03:59:40 PM,10.13,52.12,,,,,
2016,10/20/24 04:14:40 PM,10.06,52.27,,,,,
2017,10/20/24 04:29:40 PM,10.06,52.23,,,,,
2018,10/20/24 04:44:40 PM,9.91,52.16,,,,,
2019,10/20/24 04:59:40 PM,9.63,52.09,,,,,
2020,10/20/24 05:14:40 PM,9.45,51.94,,,,,
2021,10/20/24 05:29:40 PM,9.30,51.84,,,,,
2022,10/20/24 05:44:40 PM,9.41,51.84,,,,,
2023,10/20/24 05:59:40 PM,9.69,51.87,,,,,
2024,10/20/24 06:14:40 PM,9.84,51.87,,,,,
2025,10/20/24 06:29:40 PM,9.89,51.87,,,,,
2026,10/20/24 06:44:40 PM,9.79,51.87,,,,,
2027,10/20/24 06:59:40 PM,9.72,51.87,,,,,
2028,10/20/24 07:14:40 PM,9.73,51.87,,,,,
2029,10/20/24 07:29:40 PM,9.78,51.87,,,,,
2030,10/20/24 07:44:40 PM,9.69,51.87,,,,,
2031,10/20/24 07:59:40 PM,9.42,51.84,,,,,
2032,10/20/24 08:14:40 PM,9.21,51.76,,,,,
2033,10/20/24 08:29:40 PM,9.20,51.69,,,,,
2034,10/20/24 08:44:40 PM,9.82,51.69,,,,,
2035,10/20/24 08:59:40 PM,9.97,51.73,,,,,
2036,10/20/24 09:14:40 PM,10.20,51.76,,,,,
2037,10/20/24 09:29:40 PM,10.37,51.80,,,,,
2038,10/20/24 09:44:40 PM,10.41,51.84,,,,,
2039,10/20/24 09:59:40 PM,10.45,51.91,,,,,
2040,10/20/24 10:14:40 PM,10.53,51.98,,,,,
2041,10/20/24 10:29:40 PM,10.60,52.02,,,,,
2042,10/20/24 10:44:40 PM,10.48,52.09,,,,,
2043,10/20/24 10:59:40 PM,10.63,52.16,,,,,
2044,10/20/24 11:14:40 PM,10.69,52.23,,,,,
2045,10/20/24 11:29:40 PM,10.70,52.27,,,,,
2046,10/20/24 11:44:40 PM,10.74,52.34,,,,,
2047,10/20/24 11:59:40 PM,10.58,52.41,,,,,
2048,10/21/24 12:14:40 AM,10.69,52.63,,,,,
2049,10/21/24 12:29:40 AM,10.84,52.77,,,,,
2050,10/21/24 12:44:40 AM,10.60,52.92,,,,,
2051,10/21/24 12:59:40 AM,10.34,52.95,,,,,
2052,10/21/24 01:14:40 AM,10.54,52.95,,,,,
2053,10/21/24 01:29:40 AM,10.46,52.95,,,,,
2054,10/21/24 01:44:40 AM,10.27,52.92,,,,,
2055,10/21/24 01:59:40 AM,10.45,52.88,,,,,
2056,10/21/24 02:14:40 AM,10.47,52.92,,,,,
2057,10/21/24 02:29:40 AM,10.59,52.95,,,,,
2058,10/21/24 02:44:40 AM,10.64,53.02,,,,,
2059,10/21/24 02:59:40 AM,10.62,53.02,,,,,
2060,10/21/24 03:14:40 AM,10.29,52.99,,,,,
2061,10/21/24 03:29:40 AM,9.80,52.81,,,,,
2062,10/21/24 03:44:40 AM,9.52,52.77,,,,,
2063,10/21/24 03:59:40 AM,9.30,52.70,,,,,
2064,10/21/24 04:14:40 AM,9.23,52.70,,,,,
2065,10/21/24 04:29:40 AM,9.09,52.70,,,,,
2066,10/21/24 04:44:40 AM,9.06,52.74,,,,,
2067,10/21/24 04:59:40 AM,9.00,52.70,,,,,
2068,10/21/24 05:14:40 AM,9.08,52.66,,,,,
2069,10/21/24 05:29:40 AM,9.21,52.63,,,,,
2070,10/21/24 05:44:40 AM,9.63,52.63,,,,,
2071,10/21/24 05:59:40 AM,9.98,52.63,,,,,
2072,10/21/24 06:14:40 AM,9.95,52.59,,,,,
2073,10/21/24 06:29:40 AM,9.93,52.56,,,,,
2074,10/21/24 06:44:40 AM,9.99,52.48,,,,,
2075,10/21/24 06:59:40 AM,9.87,52.45,,,,,
2076,10/21/24 07:14:40 AM,9.72,52.41,,,,,
2077,10/21/24 07:29:40 AM,9.49,52.41,,,,,
2078,10/21/24 07:44:40 AM,9.65,52.38,,,,,
2079,10/21/24 07:59:40 AM,9.67,52.34,,,,,
2080,10/21/24 08:14:40 AM,9.69,52.34,,,,,
2081,10/21/24 08:29:40 AM,9.54,52.34,,,,,
2082,10/21/24 08:44:40 AM,9.61,52.27,,,,,
2083,10/21/24 08:59:40 AM,10.19,52.23,,,,,
2084,10/21/24 09:14:40 AM,10.24,52.23,,,,,
2085,10/21/24 09:29:40 AM,10.18,52.23,,,,,
2086,10/21/24 09:44:40 AM,10.11,52.20,,,,,
2087,10/21/24 09:59:40 AM,10.33,52.20,,,,,
2088,10/21/24 10:14:40 AM,10.48,52.27,,,,,
2089,10/21/24 10:29:40 AM,10.49,52.34,,,,,
2090,10/21/24 10:44:40 AM,10.42,52.38,,,,,
2091,10/21/24 10:59:40 AM,10.39,52.48,,,,,
2092,10/21/24 11:14:40 AM,10.57,52.48,,,,,
2093,10/21/24 11:29:40 AM,10.53,52.48,,,,,
2094,10/21/24 11:44:40 AM,10.05,52.52,,,,,
2095,10/21/24 11:59:40 AM,10.11,52.56,,,,,
2096,10/21/24 12:14:40 PM,10.48,52.84,,,,,
2097,10/21/24 12:29:40 PM,10.41,53.02,,,,,
2098,10/21/24 12:44:40 PM,10.13,52.99,,,,,
2099,10/21/24 12:59:40 PM,10.10,53.06,,,,,
2100,10/21/24 01:14:40 PM,10.88,53.60,,,,,
2101,10/21/24 01:29:40 PM,10.90,54.21,,,,,
2102,10/21/24 01:44:40 PM,10.85,54.57,,,,,
2103,10/21/24 01:59:40 PM,10.85,54.75,,,,,
2104,10/21/24 02:14:40 PM,10.87,54.86,,,,,
2105,10/21/24 02:29:40 PM,10.91,54.97,,,,,
2106,10/21/24 02:44:40 PM,10.91,54.97,,,,,
2107,10/21/24 02:59:40 PM,10.84,54.90,,,,,
2108,10/21/24 03:14:40 PM,11.01,54.97,,,,,
2109,10/21/24 03:29:40 PM,10.80,54.97,,,,,
2110,10/21/24 03:44:40 PM,10.60,54.64,,,,,
2111,10/21/24 03:59:40 PM,10.36,54.32,,,,,
2112,10/21/24 04:14:40 PM,10.04,54.14,,,,,
2113,10/21/24 04:29:40 PM,10.62,54.32,,,,,
2114,10/21/24 04:44:40 PM,10.43,54.18,,,,,
2115,10/21/24 04:59:40 PM,10.44,54.00,,,,,
2116,10/21/24 05:14:40 PM,10.20,54.03,,,,,
2117,10/21/24 05:29:40 PM,9.81,53.38,,,,,
2118,10/21/24 05:44:40 PM,10.40,52.99,,,,,
2119,10/21/24 05:59:40 PM,10.57,52.52,,,,,
2120,10/21/24 06:14:40 PM,10.50,52.38,,,,,
2121,10/21/24 06:29:40 PM,10.78,52.34,,,,,
2122,10/21/24 06:44:40 PM,10.75,52.34,,,,,
2123,10/21/24 06:59:40 PM,10.64,52.38,,,,,
2124,10/21/24 07:14:40 PM,10.75,52.45,,,,,
2125,10/21/24 07:29:40 PM,10.68,52.45,,,,,
2126,10/21/24 07:44:40 PM,10.64,52.45,,,,,
2127,10/21/24 07:59:40 PM,10.62,52.45,,,,,
2128,10/21/24 08:14:40 PM,10.60,52.48,,,,,
2129,10/21/24 08:29:40 PM,10.62,52.56,,,,,
2130,10/21/24 08:44:40 PM,10.48,52.66,,,,,
2131,10/21/24 08:59:40 PM,10.67,52.70,,,,,
2132,10/21/24 09:14:40 PM,10.43,52.81,,,,,
2133,10/21/24 09:29:40 PM,10.63,53.17,,,,,
2134,10/21/24 09:44:40 PM,10.50,53.17,,,,,
2135,10/21/24 09:59:40 PM,10.57,53.20,,,,,
2136,10/21/24 10:14:40 PM,10.55,53.31,,,,,
2137,10/21/24 10:29:40 PM,10.43,53.42,,,,,
2138,10/21/24 10:44:40 PM,10.40,53.53,,,,,
2139,10/21/24 10:59:40 PM,10.46,53.64,,,,,
2140,10/21/24 11:14:40 PM,10.45,53.74,,,,,
2141,10/21/24 11:29:40 PM,10.41,53.78,,,,,
2142,10/21/24 11:44:40 PM,10.42,53.89,,,,,
2143,10/21/24 11:59:40 PM,10.26,53.96,,,,,
2144,10/22/24 12:14:40 AM,10.20,53.96,,,,,
2145,10/22/24 12:29:40 AM,10.22,53.96,,,,,
2146,10/22/24 12:44:40 AM,10.27,54.00,,,,,
2147,10/22/24 12:59:40 AM,10.22,54.03,,,,,
