"Plot Title: 8-17-24"
"#","Date Time, GMT-04:00","DO conc, mg/L (LGR S/N: 21118650, SEN S/N: 21118650, LBL: CP - Sector 1)","Temp, °F (LGR S/N: 21118650, SEN S/N: 21118650, LBL: CP - Sector 1)","Coupler Detached (LGR S/N: 21118650)","Expired Sensor Cap (LGR S/N: 21118650)","Coupler Attached (LGR S/N: 21118650)","Host Connected (LGR S/N: 21118650)","Stopped (LGR S/N: 21118650)","End Of File (LGR S/N: 21118650)"
3467,09/22/24 12:03:42 PM,7.24,69.66,,,,,,
3468,09/22/24 12:18:42 PM,6.49,69.55,,,,,,
3469,09/22/24 12:33:42 PM,6.54,69.51,,,,,,
3470,09/22/24 12:48:42 PM,6.70,69.55,,,,,,
3471,09/22/24 01:03:42 PM,6.61,69.58,,,,,,
3472,09/22/24 01:18:42 PM,6.79,69.58,,,,,,
3473,09/22/24 01:33:42 PM,6.84,69.62,,,,,,
3474,09/22/24 01:48:42 PM,7.05,69.62,,,,,,
3475,09/22/24 02:03:42 PM,7.21,69.62,,,,,,
3476,09/22/24 02:18:42 PM,7.28,69.62,,,,,,
3477,09/22/24 02:33:42 PM,6.86,69.58,,,,,,
3478,09/22/24 02:48:42 PM,6.66,69.55,,,,,,
3479,09/22/24 03:03:42 PM,6.39,69.51,,,,,,
3480,09/22/24 03:18:42 PM,6.49,69.51,,,,,,
3481,09/22/24 03:33:42 PM,6.87,69.58,,,,,,
3482,09/22/24 03:48:42 PM,7.02,69.62,,,,,,
3483,09/22/24 04:03:42 PM,7.17,69.66,,,,,,
3484,09/22/24 04:18:42 PM,7.44,69.73,,,,,,
3485,09/22/24 04:33:42 PM,8.04,69.84,,,,,,
3486,09/22/24 04:48:42 PM,8.62,70.02,,,,,,
3487,09/22/24 05:03:42 PM,8.53,70.09,,,,,,
3488,09/22/24 05:18:42 PM,8.26,70.05,,,,,,
3489,09/22/24 05:33:42 PM,6.54,69.87,,,,,,
3490,09/22/24 05:48:42 PM,5.62,69.66,,,,,,
3491,09/22/24 06:03:42 PM,5.54,69.62,,,,,,
3492,09/22/24 06:18:42 PM,5.28,69.58,,,,,,
3493,09/22/24 06:33:42 PM,5.51,69.62,,,,,,
3494,09/22/24 06:48:42 PM,5.13,69.62,,,,,,
3495,09/22/24 07:03:42 PM,5.28,69.66,,,,,,
3496,09/22/24 07:18:42 PM,5.04,69.76,,,,,,
3497,09/22/24 07:33:42 PM,5.23,69.80,,,,,,
3498,09/22/24 07:48:42 PM,5.17,69.80,,,,,,
3499,09/22/24 08:03:42 PM,5.41,69.84,,,,,,
3500,09/22/24 08:18:42 PM,5.95,69.87,,,,,,
3501,09/22/24 08:33:42 PM,6.95,69.91,,,,,,
3502,09/22/24 08:48:42 PM,6.87,69.91,,,,,,
3503,09/22/24 09:03:42 PM,7.53,69.87,,,,,,
3504,09/22/24 09:18:42 PM,7.56,69.87,,,,,,
3505,09/22/24 09:33:42 PM,7.40,69.84,,,,,,
3506,09/22/24 09:48:42 PM,6.67,69.80,,,,,,
3507,09/22/24 10:03:42 PM,5.93,69.73,,,,,,
3508,09/22/24 10:18:42 PM,5.10,69.69,,,,,,
3509,09/22/24 10:33:42 PM,4.53,69.62,,,,,,
3510,09/22/24 10:48:42 PM,4.18,69.62,,,,,,
3511,09/22/24 11:03:42 PM,4.36,69.62,,,,,,
3512,09/22/24 11:18:42 PM,4.67,69.58,,,,,,
3513,09/22/24 11:33:42 PM,5.67,69.55,,,,,,
3514,09/22/24 11:48:42 PM,5.48,69.51,,,,,,
3515,09/23/24 12:03:42 AM,5.76,69.48,,,,,,
3516,09/23/24 12:18:42 AM,5.49,69.44,,,,,,
3517,09/23/24 12:33:42 AM,5.69,69.44,,,,,,
3518,09/23/24 12:48:42 AM,5.47,69.40,,,,,,
3519,09/23/24 01:03:42 AM,5.35,69.40,,,,,,
3520,09/23/24 01:18:42 AM,5.15,69.44,,,,,,
3521,09/23/24 01:33:42 AM,5.80,69.44,,,,,,
3522,09/23/24 01:48:42 AM,5.80,69.51,,,,,,
3523,09/23/24 02:03:42 AM,5.61,69.48,,,,,,
3524,09/23/24 02:18:42 AM,6.12,69.58,,,,,,
3525,09/23/24 02:33:42 AM,6.79,69.66,,,,,,
3526,09/23/24 02:48:42 AM,6.47,69.62,,,,,,
3527,09/23/24 03:03:42 AM,6.10,69.58,,,,,,
3528,09/23/24 03:18:42 AM,6.22,69.58,,,,,,
3529,09/23/24 03:33:42 AM,6.80,69.58,,,,,,
3530,09/23/24 03:48:42 AM,7.44,69.55,,,,,,
3531,09/23/24 04:03:42 AM,7.52,69.51,,,,,,
3532,09/23/24 04:18:42 AM,7.00,69.48,,,,,,
3533,09/23/24 04:33:42 AM,7.32,69.44,,,,,,
3534,09/23/24 04:48:42 AM,7.47,69.40,,,,,,
3535,09/23/24 05:03:42 AM,7.47,69.37,,,,,,
3536,09/23/24 05:18:42 AM,7.57,69.37,,,,,,
3537,09/23/24 05:33:42 AM,7.26,69.33,,,,,,
3538,09/23/24 05:48:42 AM,7.08,69.26,,,,,,
3539,09/23/24 06:03:42 AM,6.96,69.19,,,,,,
3540,09/23/24 06:18:42 AM,6.66,69.15,,,,,,
3541,09/23/24 06:33:42 AM,6.76,69.12,,,,,,
3542,09/23/24 06:48:42 AM,7.23,69.08,,,,,,
3543,09/23/24 07:03:42 AM,7.39,69.08,,,,,,
3544,09/23/24 07:18:42 AM,7.37,69.08,,,,,,
3545,09/23/24 07:33:42 AM,7.22,69.04,,,,,,
3546,09/23/24 07:48:42 AM,7.32,69.04,,,,,,
3547,09/23/24 08:03:42 AM,7.39,68.97,,,,,,
3548,09/23/24 08:18:42 AM,7.62,68.97,,,,,,
3549,09/23/24 08:33:42 AM,7.56,68.97,,,,,,
3550,09/23/24 08:48:42 AM,7.47,68.97,,,,,,
3551,09/23/24 09:03:42 AM,7.26,68.94,,,,,,
3552,09/23/24 09:18:42 AM,7.50,68.90,,,,,,
3553,09/23/24 09:33:42 AM,7.37,68.94,,,,,,
3554,09/23/24 09:48:42 AM,6.93,68.90,,,,,,
3555,09/23/24 10:03:42 AM,6.35,68.90,,,,,,
3556,09/23/24 10:18:42 AM,6.05,68.86,,,,,,
3557,09/23/24 10:33:42 AM,6.10,68.86,,,,,,
3558,09/23/24 10:48:42 AM,5.97,68.83,,,,,,
3559,09/23/24 11:03:42 AM,5.92,68.83,,,,,,
3560,09/23/24 11:18:42 AM,6.86,68.83,,,,,,
3561,09/23/24 11:33:42 AM,6.78,68.83,,,,,,
3562,09/23/24 11:48:42 AM,5.95,68.79,,,,,,
3563,09/23/24 12:03:42 PM,6.01,68.72,,,,,,
3564,09/23/24 12:18:42 PM,5.80,68.72,,,,,,
3565,09/23/24 12:33:42 PM,5.51,68.65,,,,,,
3566,09/23/24 12:48:42 PM,6.23,68.65,,,,,,
3567,09/23/24 01:03:42 PM,6.39,68.65,,,,,,
3568,09/23/24 01:18:42 PM,5.99,68.65,,,,,,
3569,09/23/24 01:33:42 PM,6.18,68.65,,,,,,
3570,09/23/24 01:48:42 PM,5.95,68.68,,,,,,
3571,09/23/24 02:03:42 PM,5.62,68.68,,,,,,
3572,09/23/24 02:18:42 PM,6.01,68.90,,,,,,
3573,09/23/24 02:33:42 PM,6.41,68.94,,,,,,
3574,09/23/24 02:48:42 PM,5.49,68.83,,,,,,
3575,09/23/24 03:03:42 PM,5.58,68.79,,,,,,
3576,09/23/24 03:18:42 PM,5.66,68.83,,,,,,
3577,09/23/24 03:33:42 PM,5.69,68.90,,,,,,
3578,09/23/24 03:48:42 PM,6.36,68.94,,,,,,
3579,09/23/24 04:03:42 PM,6.53,69.01,,,,,,
3580,09/23/24 04:18:42 PM,6.74,69.04,,,,,,
3581,09/23/24 04:33:42 PM,6.71,69.08,,,,,,
3582,09/23/24 04:48:42 PM,6.76,69.12,,,,,,
3583,09/23/24 05:03:42 PM,7.11,69.15,,,,,,
3584,09/23/24 05:18:42 PM,7.15,69.19,,,,,,
3585,09/23/24 05:33:42 PM,6.92,69.22,,,,,,
3586,09/23/24 05:48:42 PM,7.34,69.30,,,,,,
3587,09/23/24 06:03:42 PM,6.34,69.15,,,,,,
3588,09/23/24 06:18:42 PM,6.36,69.19,,,,,,
3589,09/23/24 06:33:42 PM,7.54,69.22,,,,,,
3590,09/23/24 06:48:42 PM,7.34,69.19,,,,,,
3591,09/23/24 07:03:42 PM,7.54,69.19,,,,,,
3592,09/23/24 07:18:42 PM,7.10,69.15,,,,,,
3593,09/23/24 07:33:42 PM,7.80,69.12,,,,,,
3594,09/23/24 07:48:42 PM,7.78,69.15,,,,,,
3595,09/23/24 08:03:42 PM,7.48,69.12,,,,,,
3596,09/23/24 08:18:42 PM,7.30,69.12,,,,,,
3597,09/23/24 08:33:42 PM,6.73,69.08,,,,,,
3598,09/23/24 08:48:42 PM,7.22,69.04,,,,,,
3599,09/23/24 09:03:42 PM,6.95,69.01,,,,,,
3600,09/23/24 09:18:42 PM,7.40,68.97,,,,,,
3601,09/23/24 09:33:42 PM,7.37,68.94,,,,,,
3602,09/23/24 09:48:42 PM,7.02,68.90,,,,,,
3603,09/23/24 10:03:42 PM,6.82,68.90,,,,,,
3604,09/23/24 10:18:42 PM,7.04,68.86,,,,,,
3605,09/23/24 10:33:42 PM,7.34,68.79,,,,,,
3606,09/23/24 10:48:42 PM,7.19,68.76,,,,,,
3607,09/23/24 11:03:42 PM,7.11,68.72,,,,,,
3608,09/23/24 11:18:42 PM,7.39,68.68,,,,,,
3609,09/23/24 11:33:42 PM,7.30,68.65,,,,,,
3610,09/23/24 11:48:42 PM,7.28,68.61,,,,,,
3611,09/24/24 12:03:42 AM,7.24,68.58,,,,,,
3612,09/24/24 12:18:42 AM,7.21,68.54,,,,,,
3613,09/24/24 12:33:42 AM,7.01,68.50,,,,,,
3614,09/24/24 12:48:42 AM,7.18,68.47,,,,,,
3615,09/24/24 01:03:42 AM,7.14,68.43,,,,,,
3616,09/24/24 01:18:42 AM,7.05,68.40,,,,,,
3617,09/24/24 01:33:42 AM,7.00,68.36,,,,,,
3618,09/24/24 01:48:42 AM,7.09,68.32,,,,,,
3619,09/24/24 02:03:42 AM,7.10,68.29,,,,,,
3620,09/24/24 02:18:42 AM,7.04,68.22,,,,,,
3621,09/24/24 02:33:42 AM,6.82,68.22,,,,,,
3622,09/24/24 02:48:42 AM,6.76,68.18,,,,,,
3623,09/24/24 03:03:42 AM,6.73,68.18,,,,,,
3624,09/24/24 03:18:42 AM,6.83,68.14,,,,,,
3625,09/24/24 03:33:42 AM,6.32,68.07,,,,,,
3626,09/24/24 03:48:42 AM,6.50,68.04,,,,,,
3627,09/24/24 04:03:42 AM,6.76,68.04,,,,,,
3628,09/24/24 04:18:42 AM,6.69,68.00,,,,,,
3629,09/24/24 04:33:42 AM,6.82,67.96,,,,,,
3630,09/24/24 04:48:42 AM,6.79,67.93,,,,,,
3631,09/24/24 05:03:42 AM,6.91,67.89,,,,,,
3632,09/24/24 05:18:42 AM,6.88,67.82,,,,,,
3633,09/24/24 05:33:42 AM,6.79,67.78,,,,,,
3634,09/24/24 05:48:42 AM,6.58,67.75,,,,,,
3635,09/24/24 06:03:42 AM,6.73,67.71,,,,,,
3636,09/24/24 06:18:42 AM,6.67,67.64,,,,,,
3637,09/24/24 06:33:42 AM,6.74,67.60,,,,,,
3638,09/24/24 06:48:42 AM,6.67,67.57,,,,,,
3639,09/24/24 07:03:42 AM,6.65,67.53,,,,,,
3640,09/24/24 07:18:42 AM,6.67,67.46,,,,,,
3641,09/24/24 07:33:42 AM,6.70,67.46,,,,,,
3642,09/24/24 07:48:42 AM,6.73,67.42,,,,,,
3643,09/24/24 08:03:42 AM,6.78,67.35,,,,,,
3644,09/24/24 08:18:42 AM,6.69,67.28,,,,,,
3645,09/24/24 08:33:42 AM,6.52,67.28,,,,,,
3646,09/24/24 08:48:42 AM,6.65,67.21,,,,,,
3647,09/24/24 09:03:42 AM,6.25,67.17,,,,,,
3648,09/24/24 09:18:42 AM,6.28,67.14,,,,,,
3649,09/24/24 09:33:42 AM,5.96,67.10,,,,,,
3650,09/24/24 09:48:42 AM,6.08,67.06,,,,,,
3651,09/24/24 10:03:42 AM,6.92,67.03,,,,,,
3652,09/24/24 10:18:42 AM,6.91,67.03,,,,,,
3653,09/24/24 10:33:42 AM,6.76,67.03,,,,,,
3654,09/24/24 10:48:42 AM,6.76,67.06,,,,,,
3655,09/24/24 11:03:42 AM,6.14,66.96,,,,,,
3656,09/24/24 11:18:42 AM,5.56,66.85,,,,,,
3657,09/24/24 11:33:42 AM,6.05,66.78,,,,,,
3658,09/24/24 11:48:42 AM,6.04,66.70,,,,,,
3659,09/24/24 12:03:42 PM,5.75,66.63,,,,,,
3660,09/24/24 12:18:42 PM,6.09,66.70,,,,,,
3661,09/24/24 12:33:42 PM,5.86,66.67,,,,,,
3662,09/24/24 12:48:42 PM,5.87,66.67,,,,,,
3663,09/24/24 01:03:42 PM,6.10,66.78,,,,,,
3664,09/24/24 01:18:42 PM,6.05,66.85,,,,,,
3665,09/24/24 01:33:42 PM,6.62,66.96,,,,,,
3666,09/24/24 01:48:42 PM,6.52,66.96,,,,,,
3667,09/24/24 02:03:42 PM,6.34,66.96,,,,,,
3668,09/24/24 02:18:42 PM,6.21,66.96,,,,,,
3669,09/24/24 02:33:42 PM,6.44,66.96,,,,,,
3670,09/24/24 02:48:42 PM,6.52,66.99,,,,,,
3671,09/24/24 03:03:42 PM,6.67,67.03,,,,,,
3672,09/24/24 03:18:42 PM,6.82,67.14,,,,,,
3673,09/24/24 03:33:42 PM,6.93,67.21,,,,,,
3674,09/24/24 03:48:42 PM,6.49,67.14,,,,,,
3675,09/24/24 04:03:42 PM,6.21,67.06,,,,,,
3676,09/24/24 04:18:42 PM,6.23,67.03,,,,,,
3677,09/24/24 04:33:42 PM,5.91,66.99,,,,,,
3678,09/24/24 04:48:42 PM,5.61,66.96,,,,,,
3679,09/24/24 05:03:42 PM,6.06,66.96,,,,,,
3680,09/24/24 05:18:42 PM,5.87,66.92,,,,,,
3681,09/24/24 05:33:42 PM,5.60,66.92,,,,,,
3682,09/24/24 05:48:42 PM,5.83,66.92,,,,,,
3683,09/24/24 06:03:42 PM,5.82,66.92,,,,,,
3684,09/24/24 06:18:42 PM,6.17,67.03,,,,,,
3685,09/24/24 06:33:42 PM,6.30,67.10,,,,,,
3686,09/24/24 06:48:42 PM,6.79,67.35,,,,,,
3687,09/24/24 07:03:42 PM,6.14,67.35,,,,,,
3688,09/24/24 07:18:42 PM,6.67,67.42,,,,,,
3689,09/24/24 07:33:42 PM,6.71,67.53,,,,,,
3690,09/24/24 07:48:42 PM,7.35,67.64,,,,,,
3691,09/24/24 08:03:42 PM,7.84,67.75,,,,,,
3692,09/24/24 08:18:42 PM,8.19,67.82,,,,,,
3693,09/24/24 08:33:42 PM,7.87,67.82,,,,,,
3694,09/24/24 08:48:42 PM,6.14,67.75,,,,,,
3695,09/24/24 09:03:42 PM,5.74,67.71,,,,,,
3696,09/24/24 09:18:42 PM,4.95,67.57,,,,,,
3697,09/24/24 09:33:42 PM,4.27,67.46,,,,,,
3698,09/24/24 09:48:42 PM,3.99,67.35,,,,,,
3699,09/24/24 10:03:42 PM,4.41,67.24,,,,,,
3700,09/24/24 10:18:42 PM,4.38,67.28,,,,,,
3701,09/24/24 10:33:42 PM,4.18,67.32,,,,,,
3702,09/24/24 10:48:42 PM,4.62,67.35,,,,,,
3703,09/24/24 11:03:42 PM,4.99,67.39,,,,,,
3704,09/24/24 11:18:42 PM,5.10,67.24,,,,,,
3705,09/24/24 11:33:42 PM,6.31,67.28,,,,,,
3706,09/24/24 11:48:42 PM,5.66,67.24,,,,,,
3707,09/25/24 12:03:42 AM,6.40,67.21,,,,,,
3708,09/25/24 12:18:42 AM,6.76,67.14,,,,,,
3709,09/25/24 12:33:42 AM,6.96,67.21,,,,,,
3710,09/25/24 12:48:42 AM,7.11,67.17,,,,,,
3711,09/25/24 01:03:42 AM,7.36,67.17,,,,,,
3712,09/25/24 01:18:42 AM,7.41,67.17,,,,,,
3713,09/25/24 01:33:42 AM,7.63,67.10,,,,,,
3714,09/25/24 01:48:42 AM,7.28,67.06,,,,,,
3715,09/25/24 02:03:42 AM,7.19,67.03,,,,,,
3716,09/25/24 02:18:42 AM,6.65,66.96,,,,,,
3717,09/25/24 02:33:42 AM,7.24,66.92,,,,,,
3718,09/25/24 02:48:42 AM,7.14,66.88,,,,,,
3719,09/25/24 03:03:42 AM,7.06,66.85,,,,,,
3720,09/25/24 03:18:42 AM,6.95,66.78,,,,,,
3721,09/25/24 03:33:42 AM,6.63,66.78,,,,,,
3722,09/25/24 03:48:42 AM,6.50,66.70,,,,,,
3723,09/25/24 04:03:42 AM,6.39,66.63,,,,,,
3724,09/25/24 04:18:42 AM,6.44,66.63,,,,,,
3725,09/25/24 04:33:42 AM,6.34,66.63,,,,,,
3726,09/25/24 04:48:42 AM,6.36,66.56,,,,,,
3727,09/25/24 05:03:42 AM,6.34,66.52,,,,,,
3728,09/25/24 05:18:42 AM,6.32,66.56,,,,,,
3729,09/25/24 05:33:42 AM,6.47,66.52,,,,,,
3730,09/25/24 05:48:42 AM,6.48,66.45,,,,,,
3731,09/25/24 06:03:42 AM,6.50,66.45,,,,,,
3732,09/25/24 06:18:42 AM,6.48,66.45,,,,,,
3733,09/25/24 06:33:42 AM,6.54,66.42,,,,,,
3734,09/25/24 06:48:42 AM,6.41,66.42,,,,,,
3735,09/25/24 07:03:42 AM,6.43,66.42,,,,,,
3736,09/25/24 07:18:42 AM,6.63,66.38,,,,,,
3737,09/25/24 07:33:42 AM,6.65,66.34,,,,,,
3738,09/25/24 07:48:42 AM,6.75,66.34,,,,,,
3739,09/25/24 08:03:42 AM,6.69,66.34,,,,,,
3740,09/25/24 08:18:42 AM,6.66,66.31,,,,,,
3741,09/25/24 08:33:42 AM,6.49,66.31,,,,,,
3742,09/25/24 08:48:42 AM,6.45,66.31,,,,,,
3743,09/25/24 09:03:42 AM,6.32,66.31,,,,,,
3744,09/25/24 09:18:42 AM,6.37,66.31,,,,,,
3745,09/25/24 09:33:42 AM,6.49,66.27,,,,,,
3746,09/25/24 09:48:42 AM,6.48,66.27,,,,,,
3747,09/25/24 10:03:42 AM,6.47,66.27,,,,,,
3748,09/25/24 10:18:42 AM,6.48,66.27,,,,,,
3749,09/25/24 10:33:42 AM,6.49,66.31,,,,,,
3750,09/25/24 10:48:42 AM,6.60,66.31,,,,,,
3751,09/25/24 11:03:42 AM,6.84,66.31,,,,,,
3752,09/25/24 11:18:42 AM,6.89,66.31,,,,,,
3753,09/25/24 11:33:42 AM,7.06,66.34,,,,,,
3754,09/25/24 11:48:42 AM,7.18,66.34,,,,,,
3755,09/25/24 12:03:42 PM,7.30,66.38,,,,,,
3756,09/25/24 12:18:42 PM,7.15,66.38,,,,,,
3757,09/25/24 12:33:42 PM,7.08,66.42,,,,,,
3758,09/25/24 12:48:42 PM,7.15,66.42,,,,,,
3759,09/25/24 01:03:42 PM,7.15,66.42,,,,,,
3760,09/25/24 01:18:42 PM,7.26,66.42,,,,,,
3761,09/25/24 01:33:42 PM,7.21,66.42,,,,,,
3762,09/25/24 01:48:42 PM,7.36,66.42,,,,,,
3763,09/25/24 02:03:42 PM,7.24,66.42,,,,,,
3764,09/25/24 02:18:42 PM,7.41,66.42,,,,,,
3765,09/25/24 02:33:42 PM,7.28,66.42,,,,,,
3766,09/25/24 02:48:42 PM,7.40,66.42,,,,,,
3767,09/25/24 03:03:42 PM,7.22,66.38,,,,,,
3768,09/25/24 03:18:42 PM,7.36,66.38,,,,,,
3769,09/25/24 03:33:42 PM,7.44,66.34,,,,,,
3770,09/25/24 03:48:42 PM,7.56,66.34,,,,,,
3771,09/25/24 04:03:42 PM,7.63,66.31,,,,,,
3772,09/25/24 04:18:42 PM,7.65,66.31,,,,,,
3773,09/25/24 04:33:42 PM,7.65,66.27,,,,,,
3774,09/25/24 04:48:42 PM,7.78,66.27,,,,,,
3775,09/25/24 05:03:42 PM,7.69,66.27,,,,,,
3776,09/25/24 05:18:42 PM,7.62,66.27,,,,,,
3777,09/25/24 05:33:42 PM,7.72,66.27,,,,,,
3778,09/25/24 05:48:42 PM,7.72,66.27,,,,,,
3779,09/25/24 06:03:42 PM,7.70,66.27,,,,,,
3780,09/25/24 06:18:42 PM,7.78,66.24,,,,,,
3781,09/25/24 06:33:42 PM,7.54,66.24,,,,,,
3782,09/25/24 06:48:42 PM,7.54,66.20,,,,,,
3783,09/25/24 07:03:42 PM,7.69,66.16,,,,,,
3784,09/25/24 07:18:42 PM,7.62,66.16,,,,,,
3785,09/25/24 07:33:42 PM,7.50,66.16,,,,,,
3786,09/25/24 07:48:42 PM,7.61,66.16,,,,,,
3787,09/25/24 08:03:42 PM,7.48,66.13,,,,,,
3788,09/25/24 08:18:42 PM,7.50,66.13,,,,,,
3789,09/25/24 08:33:42 PM,7.47,66.09,,,,,,
3790,09/25/24 08:48:42 PM,7.58,66.09,,,,,,
3791,09/25/24 09:03:42 PM,7.50,66.06,,,,,,
3792,09/25/24 09:18:42 PM,7.41,66.06,,,,,,
3793,09/25/24 09:33:42 PM,7.63,66.02,,,,,,
3794,09/25/24 09:48:42 PM,7.58,65.98,,,,,,
3795,09/25/24 10:03:42 PM,7.59,65.98,,,,,,
3796,09/25/24 10:18:42 PM,7.54,65.98,,,,,,
3797,09/25/24 10:33:42 PM,7.54,65.98,,,,,,
3798,09/25/24 10:48:42 PM,7.45,65.95,,,,,,
3799,09/25/24 11:03:42 PM,7.41,65.91,,,,,,
3800,09/25/24 11:18:42 PM,7.36,65.91,,,,,,
3801,09/25/24 11:33:42 PM,7.32,65.88,,,,,,
3802,09/25/24 11:48:42 PM,7.43,65.88,,,,,,
3803,09/26/24 12:03:42 AM,7.45,65.84,,,,,,
3804,09/26/24 12:18:42 AM,7.48,65.84,,,,,,
3805,09/26/24 12:33:42 AM,7.30,65.84,,,,,,
3806,09/26/24 12:48:42 AM,7.34,65.80,,,,,,
3807,09/26/24 01:03:42 AM,7.34,65.77,,,,,,
3808,09/26/24 01:18:42 AM,7.39,65.77,,,,,,
3809,09/26/24 01:33:42 AM,7.34,65.77,,,,,,
3810,09/26/24 01:48:42 AM,7.34,65.73,,,,,,
3811,09/26/24 02:03:42 AM,7.10,65.73,,,,,,
3812,09/26/24 02:18:42 AM,7.15,65.73,,,,,,
3813,09/26/24 02:33:42 AM,7.30,65.73,,,,,,
3814,09/26/24 02:48:42 AM,7.22,65.70,,,,,,
3815,09/26/24 03:03:42 AM,6.97,65.70,,,,,,
3816,09/26/24 03:18:42 AM,7.22,65.70,,,,,,
3817,09/26/24 03:33:42 AM,6.74,65.62,,,,,,
3818,09/26/24 03:48:42 AM,6.91,65.62,,,,,,
3819,09/26/24 04:03:42 AM,6.88,65.59,,,,,,
3820,09/26/24 04:18:42 AM,7.05,65.59,,,,,,
3821,09/26/24 04:33:42 AM,6.92,65.55,,,,,,
3822,09/26/24 04:48:42 AM,7.10,65.55,,,,,,
3823,09/26/24 05:03:42 AM,6.95,65.52,,,,,,
3824,09/26/24 05:18:42 AM,7.02,65.52,,,,,,
3825,09/26/24 05:33:42 AM,6.97,65.52,,,,,,
3826,09/26/24 05:48:42 AM,6.82,65.52,,,,,,
3827,09/26/24 06:03:42 AM,6.97,65.48,,,,,,
3828,09/26/24 06:18:42 AM,6.97,65.48,,,,,,
3829,09/26/24 06:33:42 AM,6.91,65.48,,,,,,
3830,09/26/24 06:48:42 AM,6.84,65.48,,,,,,
3831,09/26/24 07:03:42 AM,6.86,65.44,,,,,,
3832,09/26/24 07:18:42 AM,6.80,65.44,,,,,,
3833,09/26/24 07:33:42 AM,6.84,65.44,,,,,,
3834,09/26/24 07:48:42 AM,6.84,65.44,,,,,,
3835,09/26/24 08:03:42 AM,6.57,65.41,,,,,,
3836,09/26/24 08:18:42 AM,6.54,65.41,,,,,,
3837,09/26/24 08:33:42 AM,6.65,65.37,,,,,,
3838,09/26/24 08:48:42 AM,6.88,65.37,,,,,,
3839,09/26/24 09:03:42 AM,6.80,65.34,,,,,,
3840,09/26/24 09:18:42 AM,6.88,65.30,,,,,,
3841,09/26/24 09:33:42 AM,6.96,65.26,,,,,,
3842,09/26/24 09:48:42 AM,6.92,65.23,,,,,,
3843,09/26/24 10:03:42 AM,6.98,65.23,,,,,,
3844,09/26/24 10:18:42 AM,6.83,65.23,,,,,,
3845,09/26/24 10:33:42 AM,6.75,65.19,,,,,,
3846,09/26/24 10:48:42 AM,6.71,65.16,,,,,,
3847,09/26/24 11:03:42 AM,6.67,65.16,,,,,,
3848,09/26/24 11:18:42 AM,6.91,65.19,,,,,,
3849,09/26/24 11:33:42 AM,6.73,65.16,,,,,,
3850,09/26/24 11:48:42 AM,6.57,65.12,,,,,,
3851,09/26/24 12:03:42 PM,6.40,65.08,,,,,,
3852,09/26/24 12:18:42 PM,6.40,65.05,,,,,,
3853,09/26/24 12:33:42 PM,6.27,65.05,,,,,,
3854,09/26/24 12:48:42 PM,6.06,65.05,,,,,,
3855,09/26/24 01:03:42 PM,6.27,65.01,,,,,,
3856,09/26/24 01:18:42 PM,6.27,65.01,,,,,,
3857,09/26/24 01:33:42 PM,6.22,65.01,,,,,,
3858,09/26/24 01:48:42 PM,6.19,65.01,,,,,,
3859,09/26/24 02:03:42 PM,6.17,65.01,,,,,,
3860,09/26/24 02:18:42 PM,6.18,65.01,,,,,,
3861,09/26/24 02:33:42 PM,6.01,65.01,,,,,,
3862,09/26/24 02:48:42 PM,6.17,65.01,,,,,,
3863,09/26/24 03:03:42 PM,6.65,65.05,,,,,,
3864,09/26/24 03:18:42 PM,6.54,65.05,,,,,,
3865,09/26/24 03:33:42 PM,6.47,65.01,,,,,,
3866,09/26/24 03:48:42 PM,6.56,65.01,,,,,,
3867,09/26/24 04:03:42 PM,6.48,65.05,,,,,,
3868,09/26/24 04:18:42 PM,6.74,65.05,,,,,,
3869,09/26/24 04:33:42 PM,6.89,65.05,,,,,,
3870,09/26/24 04:48:42 PM,7.28,65.23,,,,,,
3871,09/26/24 05:03:42 PM,7.71,65.37,,,,,,
3872,09/26/24 05:18:42 PM,7.43,65.37,,,,,,
3873,09/26/24 05:33:42 PM,7.43,65.37,,,,,,
3874,09/26/24 05:48:42 PM,7.31,65.37,,,,,,
3875,09/26/24 06:03:42 PM,7.30,65.37,,,,,,
3876,09/26/24 06:18:42 PM,7.45,65.37,,,,,,
3877,09/26/24 06:33:42 PM,7.37,65.37,,,,,,
3878,09/26/24 06:48:42 PM,7.19,65.37,,,,,,
3879,09/26/24 07:03:42 PM,7.40,65.41,,,,,,
3880,09/26/24 07:18:42 PM,7.36,65.41,,,,,,
3881,09/26/24 07:33:42 PM,7.37,65.44,,,,,,
3882,09/26/24 07:48:42 PM,7.01,65.44,,,,,,
3883,09/26/24 08:03:42 PM,7.34,65.44,,,,,,
3884,09/26/24 08:18:42 PM,7.27,65.44,,,,,,
3885,09/26/24 08:33:42 PM,7.09,65.44,,,,,,
3886,09/26/24 08:48:42 PM,6.98,65.41,,,,,,
3887,09/26/24 09:03:42 PM,6.86,65.41,,,,,,
3888,09/26/24 09:18:42 PM,6.97,65.44,,,,,,
3889,09/26/24 09:33:42 PM,6.37,65.44,,,,,,
3890,09/26/24 09:48:42 PM,7.05,65.44,,,,,,
3891,09/26/24 10:03:42 PM,7.02,65.41,,,,,,
3892,09/26/24 10:18:42 PM,6.93,65.41,,,,,,
3893,09/26/24 10:33:42 PM,6.95,65.41,,,,,,
3894,09/26/24 10:48:42 PM,6.88,65.41,,,,,,
3895,09/26/24 11:03:42 PM,6.83,65.41,,,,,,
